executionTime(s)
3.2121
3.2122
3.2121
3.2122
3.2121
3.2122
3.212
3.2121
3.2121
3.212
3.2122
3.2122
3.2121
3.212
3.212
3.2121
3.2122
3.2122
3.2122
3.2122
3.2122
3.2122
3.2122
3.2123
3.2123
3.2123
3.2123
3.2123
3.2122
3.2123
3.2122
3.2121
3.2123
3.2124
3.2123
3.2123
3.2124
3.2123
3.2123
3.2122
3.2123
3.2123
3.2123
3.2123
3.2123
3.2124
3.2124
3.2123
3.2124
3.2123
