on time,off time
1.2846,4.6494
4.1827,4.6551
4.1125,4.656
4.1718,4.6623
4.1145,4.6762
4.2802,4.674
4.1295,4.6764
4.2456,4.6671
4.189,4.6742
4.2927,4.6626
4.2493,4.6743
4.2935,4.676
4.1804,4.6759
4.2345,4.6627
1.1247,4.0624
