executionTime(s)
0.27156
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27156
0.27156
0.27155
0.27155
0.27156
0.27156
0.27156
0.27156
0.27155
0.27156
0.27156
0.27156
0.27155
0.27155
0.27156
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27155
0.27156
0.27155
0.27155
0.27155
