executionTime
131.84
146.64
146.11
159.52
153.34
145.7
135.78
127.19
158.3
148.35
215.24
215.44
153.86
71.068
136
98.621
202.44
124.35
114.48
134.27
133.99
113.87
118.9
123.04
102.13
107.4
122.41
127.1
125.68
129.54
124.3
130.65
117.78
121.68
64.236
63.233
109.43
125.92
134.77
127.28
138.24
140.25
123.05
124.34
125.57
117.75
119.93
239.33
118.28
114.89
