executionTime
31.515
20.6
11.219
31.971
31.683
31.899
31.984
29.983
30.324
30.082
29.62
30.886
30.328
30.054
30.256
29.998
30.19
29.614
30.031
29.135
29.455
30.392
29.731
12.593
16.905
30.149
29.922
29.355
30.625
29.38
30.008
29.542
29.679
29.398
29.424
