on time,off time
6.0046,5.2274
6.2824,5.3771
5.9967,5.3916
6.2197,5.3584
5.922,5.3881
6.0401,5.3884
6.4467,5.387
6.1673,5.398
5.8606,5.3703
6.3753,5.3227
6.253,5.3118
6.176,5.4092
6.2046,5.3877
6.3097,5.3729
6.3839,5.2574
6.3968,5.2836
5.8949,5.2754
6.1294,5.2718
6.3897,5.3214
6.1671,5.3118
6.1957,5.4123
6.1713,5.3391
7.1729,5.3184
