Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"323551000";"519200";"3281";"566.1"
"324637000";"519200";"3281";"568.0"
"325722000";"519200";"3281";"570.0"
"326802000";"519200";"3281";"571.6"
"328137000";"519200";"3281";"573.9"
"329216000";"519200";"3281";"575.9"
"330297000";"519200";"3281";"577.9"
"331376000";"519200";"3281";"579.8"
"332455000";"519200";"3281";"581.4"
"333791000";"519200";"3281";"583.8"
"334877000";"519200";"3281";"585.7"
"335957000";"519200";"3281";"587.3"
"337037000";"519200";"3281";"589.3"
"338117000";"519200";"3281";"591.2"
"339453000";"519200";"3281";"593.6"
"340532000";"519200";"3281";"595.6"
"341612000";"519200";"3281";"597.1"
"342691000";"519200";"3281";"599.1"
"343771000";"519200";"3281";"601.1"
"345111000";"519200";"3281";"603.0"
"346190000";"519200";"3281";"605.0"
"347270000";"523300";"3281";"607.0"
"348350000";"523300";"3281";"608.9"
"349429000";"523300";"3282";"610.9"
"350765000";"523300";"3281";"612.9"
"351844000";"523300";"3281";"614.8"
"352924000";"523300";"3281";"616.8"
"354004000";"523300";"3281";"618.4"
"355089000";"523300";"3281";"620.3"
"356424000";"523300";"3281";"622.7"
"357503000";"523300";"3281";"624.7"
"358583000";"523300";"3281";"626.6"
"359662000";"523300";"3281";"628.2"
"360742000";"523300";"3281";"630.2"
"362077000";"523300";"3281";"632.5"
"363157000";"523300";"3281";"634.5"
"364238000";"523300";"3281";"636.1"
"365323000";"523300";"3281";"638.0"
"366402000";"523300";"3281";"640.0"
"367742000";"523300";"3281";"641.9"
"368823000";"523300";"3281";"643.9"
"369902000";"523300";"3281";"645.9"
"370981000";"523300";"3281";"647.9"
"372061000";"523300";"3281";"649.8"
"373396000";"523300";"3281";"651.8"
"374475000";"523300";"3281";"653.7"
"375559000";"523300";"3281";"655.7"
"376640000";"519200";"3281";"657.3"
"377719000";"519200";"3281";"659.2"
"379054000";"519200";"3281";"661.6"
"380135000";"519200";"3281";"663.6"
"381214000";"519200";"3281";"665.5"
"382294000";"519200";"3281";"667.1"
"383374000";"519200";"3281";"669.1"
"384714000";"519200";"3281";"671.4"
"385793000";"519200";"3281";"673.0"
"386873000";"519200";"3281";"675.0"
"387953000";"519200";"3281";"676.9"
"389033000";"519200";"3281";"678.9"
"390367000";"519200";"3281";"681.3"
"391447000";"519200";"3281";"682.8"
"392526000";"519200";"3281";"684.8"
"393607000";"519200";"3281";"686.8"
"394692000";"519200";"3281";"688.7"
"396027000";"519200";"3281";"690.7"
"397106000";"519200";"3281";"692.7"
"398186000";"519200";"3281";"694.6"
"399266000";"519200";"3281";"696.6"
"400345000";"519200";"3281";"698.2"
"401681000";"519200";"3280";"700.5"
"402761000";"519200";"3280";"702.5"
"403840000";"519200";"3281";"704.5"
"404925000";"519200";"3281";"706.0"
"406005000";"523400";"3280";"708.0"
"407340000";"523400";"3280";"710.4"
"408419000";"523400";"3280";"712.3"
"409504000";"523400";"3280";"713.9"
"410583000";"523400";"3280";"715.9"
"411662000";"523400";"3280";"717.8"
"412997000";"523400";"3281";"720.2"
"414077000";"523400";"3281";"721.8"
"415163000";"523400";"3280";"723.7"
"416243000";"523400";"3281";"725.7"
"417323000";"523400";"3281";"727.7"
"418658000";"523400";"3281";"729.6"
"419737000";"523400";"3281";"731.6"
"420818000";"523400";"3281";"733.6"
"421897000";"523400";"3281";"735.5"
"422977000";"523400";"3281";"737.1"
"424312000";"523400";"3281";"739.4"
"425397000";"523400";"3281";"741.4"
"426477000";"523400";"3281";"743.4"
"427557000";"523400";"3281";"745.0"
"428636000";"523400";"3281";"746.9"
"429970000";"523400";"3281";"749.3"
"431051000";"523400";"3281";"751.3"
"432130000";"523400";"3281";"752.8"
"433210000";"523400";"3281";"754.8"
"434290000";"523400";"3281";"756.8"
"435631000";"522800";"3281";"759.1"
"436711000";"522800";"3281";"760.7"
