on time (s),off time (s)
0.014521,5.7988
0.017914,0.013893
0.044408,0.004165
0.089379,0.0036448
0.01481,0.008183
0.0056771,0.012829
0.010405,0.022407
0.012957,0.018005
0.015205,0.014736
0.01553,0.010152
0.023597,0.0071058
0.032255,0.006144
0.07672,0.00033967
0.013929,2.787
0.019063,0.014107
0.036026,0.0032946
0.016888,0.0074978
0.0085917,0.0077156
0.01344,0.01766
0.015879,0.012286
0.023037,0.0065985
11.392,0.0040548
