Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"430385000","523400","3274","21920.1"
"431477000","523400","3274","21922.1"
"432826000","523500","3274","21924.4"
"433919000","523500","3274","21926.4"
"435012000","523500","3274","21928.3"
"436105000","523500","3274","21930.3"
"437198000","523500","3274","21931.8"
"438547000","523500","3274","21934.2"
"439646000","523500","3274","21936.1"
"440738000","523500","3274","21938.0"
"441832000","523500","3274","21940.0"
"442924000","523500","3274","21941.9"
"444272000","523500","3274","21944.3"
"445370000","523500","3274","21946.2"
"446463000","523500","3274","21948.2"
"447556000","523500","3274","21949.7"
"448649000","523500","3274","21951.7"
"450003000","523500","3274","21954.0"
"451097000","523500","3274","21956.0"
"452189000","523500","3274","21957.9"
"453282000","523500","3274","21959.8"
"454376000","523500","3274","21961.8"
"455724000","523500","3274","21964.1"
"456817000","523500","3274","21966.1"
"457909000","523500","3274","21968.0"
"459003000","523500","3275","21969.6"
"460101000","523500","3275","21971.5"
"461449000","523400","3274","21973.9"
"462542000","523400","3274","21975.8"
"463635000","523400","3274","21977.8"
"464728000","523400","3274","21979.7"
"465821000","523400","3274","21981.7"
"467170000","523400","3274","21984.0"
"468263000","523400","3274","21985.5"
"469362000","523400","3274","21987.5"
"470455000","523400","3274","21989.4"
"471547000","523400","3274","21991.4"
"472895000","523400","3274","21993.7"
"473988000","523400","3274","21995.7"
"475081000","523400","3274","21997.6"
"476174000","523400","3274","21999.6"
"477268000","523400","3274","22001.5"
"478616000","523400","3274","22003.8"
"479714000","523400","3274","22005.8"
"480807000","523400","3274","22007.7"
"481900000","523400","3274","22009.3"
"482994000","523400","3274","22011.2"
"484341000","523400","3274","22013.6"
"485434000","523400","3274","22015.5"
"486527000","523400","3274","22017.5"
"487625000","523400","3274","22019.4"
"488717000","523400","3274","22021.4"
"490071000","527700","3274","22023.7"
"491165000","527700","3274","22025.2"
"492258000","527700","3274","22027.2"
"493351000","527700","3274","22029.1"
"494444000","527700","3274","22031.1"
"495792000","527700","3274","22033.4"
"496885000","527700","3274","22035.4"
"497978000","527700","3274","22037.3"
"499071000","527700","3274","22039.3"
"500169000","527700","3274","22041.2"
"501517000","527700","3274","22043.6"
"502610000","527700","3274","22045.1"
"503703000","527700","3274","22047.0"
"504796000","527700","3274","22049.0"
"505889000","527700","3274","22050.9"
"507237000","527700","3274","22053.3"
"508329000","527700","3274","22055.2"
"509428000","527700","3274","22057.2"
"510522000","527700","3274","22059.1"
"511615000","527700","3274","22061.1"
"512964000","527700","3274","22063.0"
"514056000","527700","3274","22065.0"
"515149000","527700","3274","22066.9"
"516241000","527700","3274","22068.9"
"517334000","527700","3274","22070.8"
"518683000","523600","3274","22073.1"
"519781000","523600","3274","22075.1"
"520875000","523600","3274","22077.0"
"521968000","523600","3274","22079.0"
"523061000","523600","3274","22080.5"
"524409000","523600","3274","22082.9"
"525501000","523600","3274","22084.8"
"526594000","523600","3274","22086.8"
"527687000","523600","3274","22088.7"
"528785000","523600","3274","22090.7"
"530138000","523600","3274","22093.0"
"531231000","523600","3274","22094.9"
"532324000","523600","3275","22096.9"
"533417000","523600","3275","22098.4"
"534510000","523600","3274","22100.4"
"535858000","523600","3274","22102.7"
"536951000","523600","3274","22104.7"
"538044000","523600","3274","22106.6"
"539137000","523600","3274","22108.6"
"540235000","523600","3274","22110.5"
"541584000","523600","3274","22112.8"
"542677000","523600","3274","22114.8"
"543771000","523600","3275","22116.3"
"544864000","523600","3275","22118.3"
"545957000","523600","3274","22120.2"
"547306000","523400","3274","22122.6"
"548399000","523400","3274","22124.5"
"549497000","523400","3274","22126.5"
"550590000","523400","3274","22128.4"
"551684000","523400","3275","22130.4"
"553032000","523400","3275","22132.3"
"554125000","523400","3275","22134.2"
"555218000","523400","3274","22136.2"
"556311000","523400","3274","22138.1"
"557403000","523400","3274","22140.1"
"558751000","523400","3274","22142.4"
"559850000","523400","3274","22144.4"
"560943000","523400","3274","22146.3"
"562036000","523400","3274","22148.3"
"563130000","523400","3274","22150.2"
"564478000","523400","3274","22152.2"
"565571000","523400","3274","22154.1"
"566663000","523400","3274","22156.1"
"567756000","523400","3274","22158.0"
"568849000","523400","3274","22159.9"
"570203000","523400","3274","22162.3"
"571300000","523400","3274","22164.2"
"572393000","523400","3274","22166.2"
"573485000","523400","3274","22168.1"
"574578000","523400","3274","22170.1"
"575927000","523400","3274","22172.0"
"577020000","523400","3274","22174.0"
"578113000","523400","3274","22175.9"
"579206000","523400","3274","22177.9"
"580304000","523400","3274","22179.8"
