Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"787124000","1631300","3275","4293.3"
"788216000","1631300","3275","4299.3"
"789570000","1631300","3275","4306.8"
"790662000","1631300","3275","4312.7"
"791755000","1631300","3275","4318.7"
"792848000","1631300","3275","4324.6"
"793940000","1631300","3275","4330.5"
"795289000","1644300","3275","4337.6"
"796381000","1644300","3275","4343.6"
"797478000","1644300","3275","4349.5"
"798571000","1644300","3275","4355.4"
"799668000","1644300","3275","4361.4"
"801016000","1644300","3275","4368.5"
"802109000","1644300","3275","4374.4"
"803201000","1644300","3275","4380.4"
"804293000","1644300","3275","4386.3"
"805385000","1638100","3275","4392.2"
"806734000","1638100","3275","4399.7"
"807826000","1638100","3275","4405.7"
"808919000","1638100","3276","4411.6"
"810016000","1638100","3276","4417.5"
"811108000","1638100","3276","4423.5"
"812456000","1638100","3276","4430.6"
"813549000","1638100","3276","4436.5"
"814641000","1644600","3276","4442.5"
"815733000","1644600","3276","4448.4"
"816825000","1644600","3276","4454.3"
"818172000","1644600","3276","4461.4"
"819270000","1644600","3276","4467.4"
"820362000","1644600","3276","4473.3"
"821454000","1644600","3276","4479.2"
"822546000","1644600","3277","4485.2"
"823894000","1645200","3277","4492.7"
"824986000","1645200","3276","4498.6"
"826079000","1645200","3276","4504.6"
"827172000","1645200","3276","4510.5"
"828264000","1645200","3276","4516.4"
"829618000","1645200","3276","4523.5"
"830710000","1645200","3276","4529.5"
"831802000","1645200","3276","4535.4"
"832895000","1645200","3276","4541.3"
"833987000","1638700","3276","4547.3"
"835335000","1638700","3276","4554.4"
"836427000","1638700","3276","4560.3"
"837520000","1638700","3276","4566.3"
"838613000","1638700","3276","4572.2"
"839716000","1638700","3277","4578.1"
"841063000","1638700","3277","4585.6"
"842157000","1638700","3276","4591.6"
"843249000","1643500","3276","4597.5"
"844342000","1643500","3276","4603.4"
"845433000","1643500","3276","4609.4"
"846781000","1643500","3276","4616.5"
"847874000","1643500","3276","4622.4"
"848967000","1643500","3276","4628.3"
"850064000","1643500","3276","4634.3"
"851157000","1643500","3276","4640.2"
"852505000","1631400","3276","4647.3"
"853598000","1631400","3276","4653.3"
"854690000","1631400","3276","4659.2"
"855783000","1631400","3276","4665.1"
"856875000","1631400","3276","4671.1"
"858223000","1631400","3276","4678.6"
"859321000","1631400","3276","4684.5"
"860413000","1631400","3276","4690.4"
"861506000","1631400","3275","4696.4"
