executionTime(s)
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080396
0.00080392
0.000804
0.000804
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.000804
0.00080392
0.00080392
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080388
0.00080396
0.00080387
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.000804
0.00080396
0.00080396
0.00080396
0.00080392
0.00080387
0.00080392
0.00080396
0.00080396
0.00080396
0.00080396
0.00080392
0.00080392
0.00080396
0.00080392
0.00080392
0.00080396
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080396
0.00080392
0.00080392
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.000804
0.00080396
0.000804
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080387
0.00080392
0.00080396
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080388
0.00080392
0.00080388
0.00080392
0.00080388
0.00080396
0.00080396
0.00080396
0.00080396
0.00080392
0.00080388
0.00080392
0.00080392
0.00080396
0.00080392
0.00080388
0.00080396
0.00080392
0.00080392
0.00080392
0.00080387
0.00080387
0.00080392
0.00080392
0.00080396
0.00080387
0.00080392
0.00080387
0.00080392
0.00080387
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080388
0.00080392
0.00080388
0.00080392
0.00080392
0.00080388
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080396
0.00080392
0.00080392
0.00080396
0.00080392
0.00080388
0.00080392
0.00080392
0.00080392
0.00080387
0.00080392
0.00080387
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080396
0.00080392
0.00080396
0.00080392
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080396
0.00080387
0.00080392
0.00080392
0.00080387
0.00080387
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080388
0.00080396
0.00080392
0.00080392
0.00080396
0.00080392
0.00080392
0.00080392
0.00080388
0.00080396
0.00080396
0.00080392
0.00080392
0.00080388
0.00080396
0.00080392
0.00080392
0.00080396
0.00080396
0.00080396
0.00080392
0.00080396
0.00080392
0.00080388
0.00080392
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080396
0.00080392
0.00080392
0.00080387
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080392
0.00080396
0.00080396
0.00080396
0.00080396
0.00080396
0.00080392
0.00080396
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080387
0.00080396
0.00080396
0.00080396
0.00080387
0.00080392
0.00080396
0.00080396
0.00080396
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080396
0.00080396
0.000804
0.00080396
0.00080392
0.00080396
0.00080392
0.00080396
0.00080396
0.00080392
0.00080396
0.00080396
0.00080392
0.00080392
0.00080388
0.00080396
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080392
0.00080396
0.00080392
0.00080392
0.00080388
0.00080388
0.00080392
0.00080392
0.00080392
0.00080392
0.00080387
0.00080387
0.00080388
0.00080396
0.00080387
0.00080387
0.00080392
0.00080392
0.00080396
0.00080396
0.00080392
0.00080392
