executionTime(s)
0.081588
0.1172
0.081588
0.081586
0.081587
4.3362
0.1172
0.081591
0.081589
0.081589
0.081591
0.081592
0.08159
0.11721
0.11721
0.11721
4.4606
0.081592
0.08159
0.1172
0.08159
0.1172
0.081589
0.08159
0.081593
0.1172
0.081592
4.3946
0.1172
0.08159
0.1172
0.081587
0.1172
0.081589
0.1172
0.081589
0.081588
0.081588
4.3367
0.08159
0.08159
0.1172
0.081588
0.1172
0.081589
0.081588
0.1172
0.081588
0.081587
4.321
