Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"748429000","519300","3273","1298.8"
"749777000","519300","3273","1301.2"
"750871000","519300","3273","1303.1"
"751964000","519300","3273","1305.1"
"753062000","519300","3273","1307.0"
"754155000","519300","3273","1308.6"
"755503000","519300","3273","1310.9"
"756595000","519300","3273","1312.9"
"757688000","519300","3273","1314.8"
"758782000","519300","3273","1316.8"
"759874000","519300","3274","1318.3"
"761223000","519300","3274","1320.6"
"762320000","519300","3274","1322.6"
"763413000","519300","3274","1324.5"
"764506000","519300","3274","1326.5"
"765599000","519300","3274","1328.4"
"766947000","523500","3274","1330.8"
"768040000","523500","3274","1332.7"
"769133000","523500","3274","1334.7"
"770226000","523500","3274","1336.2"
"771319000","523500","3274","1338.2"
"772672000","523500","3274","1340.5"
"773765000","523500","3274","1342.4"
"774858000","523500","3274","1344.4"
"775951000","523500","3274","1345.9"
"777044000","523500","3274","1347.9"
"778392000","523500","3274","1350.2"
"779484000","523500","3274","1352.2"
"780577000","523500","3274","1354.1"
"781671000","523500","3274","1356.1"
"782769000","523500","3274","1357.6"
"784117000","523500","3274","1359.9"
"785210000","523500","3274","1361.9"
"786307000","523500","3274","1363.8"
"787400000","523500","3274","1365.8"
"788493000","523500","3274","1367.7"
"789840000","523500","3274","1370.1"
"790933000","523500","3274","1372.0"
"792026000","523500","3274","1373.6"
"793125000","523500","3274","1375.5"
"794217000","523500","3274","1377.5"
"795566000","519200","3274","1379.8"
"796659000","519200","3274","1381.7"
"797752000","519200","3274","1383.7"
"798845000","519200","3274","1385.6"
"799937000","519200","3274","1387.2"
"801285000","519200","3274","1389.5"
"802383000","519200","3274","1391.5"
"803476000","519200","3274","1393.4"
"804570000","519200","3274","1395.4"
"805663000","519200","3274","1397.3"
"807012000","519200","3274","1399.7"
"808105000","519200","3274","1401.6"
"809198000","519200","3274","1403.1"
"810289000","519200","3274","1405.1"
"811383000","519200","3274","1407.0"
"812736000","519200","3274","1409.4"
"813829000","519200","3275","1411.3"
"814922000","519200","3275","1412.9"
"816014000","519200","3275","1414.8"
"817107000","519200","3274","1416.8"
"818455000","519200","3274","1419.1"
"819548000","519200","3274","1421.1"
"820641000","519200","3274","1423.0"
"821734000","519200","3274","1424.6"
"822832000","519200","3274","1426.5"
"824179000","519300","3274","1428.8"
"825272000","519300","3274","1430.8"
"826365000","519300","3274","1432.7"
"827491000","519300","3274","1434.7"
"828583000","519300","3274","1436.6"
"829932000","519300","3274","1439.0"
"831025000","519300","3274","1440.9"
"832117000","519300","3274","1442.5"
"833216000","519300","3274","1444.4"
"834309000","519300","3274","1446.4"
"835656000","519300","3274","1448.7"
"836750000","519300","3274","1450.6"
"837843000","519300","3274","1452.6"
"838936000","519300","3274","1454.1"
"840029000","519300","3274","1456.1"
"841377000","519300","3274","1458.4"
"842475000","519300","3274","1460.4"
"843568000","519300","3274","1462.3"
"844661000","519300","3275","1463.9"
"845754000","519300","3275","1466.2"
"847102000","519300","3275","1468.5"
"848196000","519300","3275","1470.5"
"849288000","519300","3275","1472.0"
"850382000","519300","3275","1474.0"
"851473000","519300","3275","1475.9"
"852828000","522900","3275","1478.3"
"853921000","522900","3275","1480.2"
"855015000","522900","3275","1482.2"
"856108000","522900","3275","1483.7"
