executionTime(s)
3.6897
3.6898
3.6896
3.6897
3.6898
3.6897
3.6898
3.6898
3.6897
3.6897
3.6897
3.6897
3.6897
3.6896
3.6897
3.6897
3.6898
3.6897
3.6896
3.6897
3.6896
3.6896
3.6895
3.6895
3.6895
3.6896
3.6896
3.6896
3.6896
3.6897
3.6897
3.6896
3.6896
3.6896
3.6896
3.6896
3.6895
3.6896
3.6896
3.6896
3.6897
3.6897
3.6897
3.6897
3.6898
3.6898
3.6896
3.6896
3.6896
3.6895
