Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"884453000","3366400","3275","9931.4"
"885546000","3366400","3275","9943.3"
"886893000","3390900","3275","9958.4"
"887985000","3390900","3275","9970.7"
"889077000","3390900","3275","9982.6"
"890175000","3390900","3275","9995.0"
"891267000","3390900","3275","10007.3"
"892616000","3387900","3275","10022.4"
"893708000","3387900","3275","10034.3"
"894801000","3387900","3275","10046.6"
"895894000","3387900","3275","10058.9"
"896986000","3387900","3275","10071.3"
"898334000","3369400","3275","10086.0"
"899427000","3369400","3275","10098.3"
"900524000","3369400","3275","10110.6"
"901617000","3369400","3275","10122.5"
"902713000","3369400","3275","10134.8"
"904062000","3384800","3275","10149.9"
"905155000","3384800","3275","10161.9"
"906248000","3384800","3275","10174.2"
"907340000","3384800","3275","10186.5"
"908432000","3384800","3275","10198.8"
"909784000","3388300","3275","10213.9"
"910877000","3388300","3275","10225.9"
"911970000","3388300","3275","10238.2"
"913063000","3388300","3275","10250.5"
"914155000","3388300","3275","10262.4"
"915503000","3369000","3275","10277.5"
"916595000","3369000","3275","10289.8"
"917688000","3369000","3275","10302.2"
"918780000","3369000","3275","10314.1"
"919878000","3369000","3275","10326.4"
"921226000","3388300","3276","10341.5"
"922319000","3388300","3275","10353.4"
"923411000","3388300","3276","10365.7"
"924504000","3388300","3276","10378.1"
"925597000","3388300","3276","10390.4"
"926945000","3368600","3276","10405.1"
"928037000","3368600","3276","10417.4"
"929131000","3368600","3276","10429.7"
"930229000","3368600","3276","10442.0"
"931321000","3368600","3275","10454.0"
"932669000","3387100","3276","10469.1"
"933762000","3387100","3276","10481.4"
"934855000","3387100","3276","10493.7"
"935948000","3387100","3275","10505.6"
"937040000","3387100","3276","10517.9"
"938388000","3390200","3276","10533.0"
"939480000","3390200","3276","10545.0"
"940579000","3390200","3276","10557.3"
"941670000","3390200","3276","10569.6"
"942763000","3390200","3276","10581.9"
"944110000","3367500","3276","10596.6"
"945207000","3367500","3276","10608.9"
"946300000","3367500","3276","10621.3"
"947392000","3367500","3276","10633.6"
"948485000","3367500","3276","10645.5"
"949839000","3384500","3276","10660.6"
"950931000","3384500","3276","10672.9"
"952023000","3384500","3276","10685.2"
"953116000","3384500","3276","10697.6"
"954209000","3384500","3276","10709.5"
"955556000","3390900","3276","10724.6"
"956649000","3390900","3276","10736.9"
"957741000","3390900","3276","10749.2"
"958833000","3390900","3276","10761.1"
"959932000","3390900","3276","10773.5"
"961281000","3387100","3276","10788.6"
"962373000","3387100","3276","10800.9"
"963466000","3387100","3276","10812.8"
"964559000","3387100","3276","10825.1"
"965651000","3387100","3276","10837.5"
"966999000","3369400","3276","10852.2"
"968093000","3369400","3276","10864.5"
"969185000","3369400","3276","10876.8"
"970284000","3369400","3276","10889.1"
"971376000","3369400","3276","10901.0"
"972725000","3386000","3276","10916.1"
"973816000","3386000","3276","10928.5"
"974909000","3386000","3276","10940.8"
"976002000","3386000","3276","10952.7"
"977095000","3386000","3276","10965.0"
"978443000","3390900","3276","10980.1"
"979535000","3390900","3276","10992.0"
"980634000","3390900","3276","11004.4"
"981727000","3390900","3276","11016.7"
"982819000","3390900","3276","11029.0"
"984168000","3365600","3276","11043.7"
"985260000","3365600","3276","11056.0"
"986353000","3365600","3276","11068.3"
"987451000","3365600","3276","11080.7"
"988543000","3365600","3276","11092.6"
"989896000","3384500","3276","11107.7"
"990989000","3384500","3276","11120.0"
"992081000","3384500","3276","11132.3"
"993174000","3384500","3276","11144.6"
"994267000","3384500","3276","11156.6"
"995615000","3390200","3276","11171.7"
"996707000","3390200","3276","11184.0"
"997800000","3390200","3276","11196.3"
"998892000","3390200","3276","11208.2"
"999990000","3390200","3276","11220.5"
"1001338000","3387900","3276","11235.6"
