executionTime
208.09
182.34
208.11
182.62
208.04
207
207.85
182.18
207.15
207.14
207.13
206.97
206.63
206.77
206.89
206.9
231.09
205.4
205.23
205.2
205.03
230.24
205.46
205.64
230.92
205.94
205.61
230.92
