executionTime(s)
0.079931
0.079932
0.07993
0.079928
0.079927
0.079927
0.079929
0.079931
0.079933
0.079932
0.079929
0.079926
0.079927
0.079925
0.079926
0.079926
0.079926
0.079926
0.079926
0.079927
0.079929
0.079928
0.079928
0.079928
0.079925
0.079927
0.079927
0.079928
0.079927
0.079928
0.079928
0.079925
0.079925
0.079923
0.079925
0.079926
0.079928
0.079925
0.079928
0.079927
0.079927
0.079926
0.079926
0.079925
0.079926
0.079927
0.079928
0.07993
0.079926
0.079927
