Time(ms),Voltage(V),Power(Watt) 
1616,0.3125,0.00044389
1630,0.33203,0.00050111
1642,0.32715,0.00048648
1655,0.31738,0.00045787
1668,0.32227,0.00047207
1681,0.32227,0.00047207
1694,0.32227,0.00047207
1707,0.32227,0.00047207
1720,0.33691,0.00051596
1732,0.33203,0.00050111
1745,0.33203,0.00050111
1759,0.32227,0.00047207
1771,0.33203,0.00050111
1784,0.31738,0.00045787
1797,0.33203,0.00050111
1810,0.32715,0.00048648
1822,0,0
1835,0.32715,0.00048648
1848,0.32715,0.00048648
1860,0.32715,0.00048648
1873,0.3418,0.00053102
1886,0.31738,0.00045787
1899,0.32715,0.00048648
1911,0.32715,0.00048648
1925,0.30273,0.00041658
1938,0.31738,0.00045787
1950,0.32715,0.00048648
1964,0.31738,0.00045787
1976,0.31738,0.00045787
1989,0.32715,0.00048648
2001,0.33203,0.00050111
2015,0.32227,0.00047207
2028,0.32227,0.00047207
2040,0.33691,0.00051596
2054,0.31738,0.00045787
2066,0.31738,0.00045787
2079,0.31738,0.00045787
2093,0.32715,0.00048648
2105,0.32227,0.00047207
2118,0.31738,0.00045787
2130,0.31738,0.00045787
2144,0.29785,0.00040325
2156,0.3125,0.00044389
2169,0.32227,0.00047207
2183,0.33691,0.00051596
2195,0.32227,0.00047207
2208,0.3125,0.00044389
2221,0.3125,0.00044389
2234,0.30273,0.00041658
2246,0.32715,0.00048648
2259,0.32715,0.00048648
2273,0.30273,0.00041658
2285,0.32715,0.00048648
2298,0.32227,0.00047207
2311,0.33691,0.00051596
2324,0.32715,0.00048648
2337,0.32227,0.00047207
2350,0.32715,0.00048648
2363,0.33203,0.00050111
2375,0.3125,0.00044389
2388,0.32715,0.00048648
2401,0.33691,0.00051596
2414,0.32227,0.00047207
2427,0.33203,0.00050111
2440,0.33203,0.00050111
2453,0.30273,0.00041658
2465,0.32715,0.00048648
2479,0.31738,0.00045787
2491,0.32227,0.00047207
2504,0.30273,0.00041658
2518,0.3125,0.00044389
2530,0.33691,0.00051596
2543,0.30273,0.00041658
2555,0.33203,0.00050111
2569,0.32715,0.00048648
2582,0.31738,0.00045787
2594,0.3418,0.00053102
2608,0.33203,0.00050111
2620,0.32715,0.00048648
2633,0.32715,0.00048648
2646,0.30762,0.00043013
2659,0.33203,0.00050111
2672,0.33203,0.00050111
2684,0.33203,0.00050111
2698,0.33203,0.00050111
2710,0.32227,0.00047207
2723,0.33203,0.00050111
2736,0.33203,0.00050111
2749,0.30762,0.00043013
2762,0.33203,0.00050111
2775,0.31738,0.00045787
2788,0.29785,0.00040325
2800,0.33203,0.00050111
2813,0.32227,0.00047207
2827,0.30273,0.00041658
2839,0.33203,0.00050111
2852,0.0048828,1.0837e-07
2864,0.33691,0.00051596
2877,0.32227,0.00047207
2889,0.3125,0.00044389
2903,0.33691,0.00051596
2916,0.30273,0.00041658
2928,0.32715,0.00048648
2941,0.32227,0.00047207
2954,0.0048828,1.0837e-07
2966,0.31738,0.00045787
2978,0.30273,0.00041658
2992,0.33203,0.00050111
3005,0.32227,0.00047207
3017,0.31738,0.00045787
3031,0.33691,0.00051596
3043,0.32227,0.00047207
3056,0,0
3067,0.32227,0.00047207
3081,0.33691,0.00051596
3094,0.31738,0.00045787
3106,0.32715,0.00048648
3120,0.3418,0.00053102
3132,0.31738,0.00045787
3145,0.35156,0.0005618
3158,0.31738,0.00045787
3171,0.31738,0.00045787
3184,0.3418,0.00053102
3196,0.33203,0.00050111
3210,0.32715,0.00048648
3222,0.32715,0.00048648
3235,0.29785,0.00040325
3249,0.30762,0.00043013
3261,0.32227,0.00047207
3274,0.32715,0.00048648
3287,0.3125,0.00044389
3300,0.32227,0.00047207
3312,0.3418,0.00053102
3325,0.33691,0.00051596
3339,0.33203,0.00050111
3351,0.32227,0.00047207
3364,0.32227,0.00047207
3377,0,0
3389,0.32227,0.00047207
3401,0.31738,0.00045787
3415,0.32715,0.00048648
3428,0.31738,0.00045787
3440,0.31738,0.00045787
3453,0.0097656,4.3349e-07
3465,0.32227,0.00047207
3478,0.32227,0.00047207
3490,0.32715,0.00048648
3504,0.32715,0.00048648
3517,0.32227,0.00047207
3529,0.32227,0.00047207
3543,0.32227,0.00047207
3555,0.30762,0.00043013
3568,0.33691,0.00051596
3581,0.33203,0.00050111
3594,0.32715,0.00048648
3607,0.3125,0.00044389
3619,0.29785,0.00040325
3633,0.28809,0.00037724
3645,0.24414,0.00027093
3658,0.30762,0.00043013
3672,0.33691,0.00051596
3684,0.3125,0.00044389
3697,0.30273,0.00041658
3709,0.32715,0.00048648
3723,0.32227,0.00047207
3736,0.32715,0.00048648
3748,0.33203,0.00050111
3762,0.32227,0.00047207
3774,0.32227,0.00047207
3787,0.33203,0.00050111
3800,0.32715,0.00048648
3813,0.33691,0.00051596
3826,0.32715,0.00048648
3838,0.3125,0.00044389
3852,0.33203,0.00050111
3864,0.3125,0.00044389
3877,0.32227,0.00047207
3890,0.31738,0.00045787
3903,0.31738,0.00045787
3916,0.31738,0.00045787
3929,0,0
3941,0.3125,0.00044389
3953,0.31738,0.00045787
3966,0.32227,0.00047207
3979,0.31738,0.00045787
3992,0.31738,0.00045787
4005,0.32227,0.00047207
4018,0.32227,0.00047207
4031,0.31738,0.00045787
4043,0.33203,0.00050111
4057,0.33691,0.00051596
4070,0.32227,0.00047207
4082,0.33691,0.00051596
4096,0.31738,0.00045787
4108,0.33203,0.00050111
4121,0.32715,0.00048648
4133,0,0
4146,0.31738,0.00045787
4159,0.33691,0.00051596
4171,0.33203,0.00050111
4185,0.32227,0.00047207
4197,0.3418,0.00053102
4210,0.32715,0.00048648
4222,0.31738,0.00045787
4236,0.32227,0.00047207
4249,0.32715,0.00048648
4261,0.33203,0.00050111
4275,0.33203,0.00050111
4287,0.3125,0.00044389
4300,0.31738,0.00045787
4313,0.32715,0.00048648
4326,0.3125,0.00044389
4339,0.32227,0.00047207
4352,0.32715,0.00048648
4365,0.3418,0.00053102
4377,0.3125,0.00044389
4390,0.32227,0.00047207
4404,0.32715,0.00048648
4416,0.31738,0.00045787
4429,0.33203,0.00050111
4442,0.33691,0.00051596
4455,0.33691,0.00051596
4467,0.33203,0.00050111
4481,0.31738,0.00045787
4494,0.30762,0.00043013
4506,0.33203,0.00050111
4519,0.32227,0.00047207
4532,0.31738,0.00045787
4545,0.32715,0.00048648
4557,0.31738,0.00045787
4571,0.30273,0.00041658
4584,0.31738,0.00045787
4596,0.30762,0.00043013
4610,0.32227,0.00047207
4622,0.3125,0.00044389
4635,0.3125,0.00044389
4648,0.31738,0.00045787
4661,0.32227,0.00047207
4674,0.32715,0.00048648
4686,0.33691,0.00051596
4700,0.3125,0.00044389
4712,0.3418,0.00053102
4725,0.31738,0.00045787
4739,0.33203,0.00050111
4751,0.31738,0.00045787
4764,0.32715,0.00048648
4776,0.33691,0.00051596
4790,0,0
4801,0.32227,0.00047207
4814,0.33691,0.00051596
4828,0.33203,0.00050111
4840,0.32715,0.00048648
4853,0.32715,0.00048648
4866,0.3418,0.00053102
4879,0.33203,0.00050111
4891,0.32227,0.00047207
4904,0.33203,0.00050111
4918,0.30762,0.00043013
4930,0.31738,0.00045787
4943,0.3125,0.00044389
4956,0.31738,0.00045787
4969,0.33203,0.00050111
4982,0.31738,0.00045787
4995,0.32227,0.00047207
5008,0.33691,0.00051596
5020,0.33691,0.00051596
5033,0.31738,0.00045787
5046,0.33691,0.00051596
5059,0.31738,0.00045787
5072,0.33691,0.00051596
5085,0.32715,0.00048648
5098,0.32715,0.00048648
5110,0.3125,0.00044389
5124,0.31738,0.00045787
5137,0.33691,0.00051596
5149,0.34668,0.0005463
5163,0.32715,0.00048648
5175,0.32715,0.00048648
5188,0.3125,0.00044389
5200,0.0097656,4.3349e-07
5213,0.3418,0.00053102
5226,0.33203,0.00050111
5238,0.32715,0.00048648
5252,0.33691,0.00051596
5264,0.30273,0.00041658
5277,0.31738,0.00045787
5289,0.3125,0.00044389
5303,0.019531,1.734e-06
5315,0.32227,0.00047207
5327,0.3125,0.00044389
5341,0.32715,0.00048648
5353,0.32227,0.00047207
5366,0.3125,0.00044389
5379,0.32227,0.00047207
5392,0.31738,0.00045787
5405,0.33691,0.00051596
5417,0.30762,0.00043013
5431,0.32715,0.00048648
5443,0.32715,0.00048648
5456,0.32227,0.00047207
5470,0.32715,0.00048648
5482,0,0
5494,0.32227,0.00047207
5507,0.33691,0.00051596
5520,0.32227,0.00047207
5532,0.32227,0.00047207
5545,0.32715,0.00048648
5559,0.3418,0.00053102
5571,0.32715,0.00048648
5584,0.3418,0.00053102
5597,0.33203,0.00050111
5610,0.32715,0.00048648
5622,0.3418,0.00053102
5636,0.32227,0.00047207
5649,0.30762,0.00043013
5661,0.33203,0.00050111
5675,0.3418,0.00053102
5687,0.3125,0.00044389
5700,0.31738,0.00045787
5712,0.32715,0.00048648
5726,0.024414,2.7093e-06
5738,0.32715,0.00048648
5750,0.30273,0.00041658
5764,0.32715,0.00048648
5776,0.3125,0.00044389
5789,0.32227,0.00047207
5803,0.31738,0.00045787
5815,0.3125,0.00044389
5828,0.3125,0.00044389
5840,0.33203,0.00050111
5854,0.30762,0.00043013
5866,0.32715,0.00048648
5879,0.32715,0.00048648
5893,0.31738,0.00045787
5905,0.32227,0.00047207
5918,0.33203,0.00050111
5931,0.32715,0.00048648
5944,0.33203,0.00050111
5956,0.33203,0.00050111
5969,0.31738,0.00045787
5983,0.32715,0.00048648
5995,0.31738,0.00045787
6008,0.31738,0.00045787
6021,0.30762,0.00043013
6034,0.33691,0.00051596
6047,0.33691,0.00051596
6060,0.31738,0.00045787
6073,0.32715,0.00048648
6085,0.3418,0.00053102
6098,0.32715,0.00048648
6111,0.32715,0.00048648
6124,0.33691,0.00051596
6137,0.32227,0.00047207
6150,0.2832,0.00036456
6163,0.32227,0.00047207
6175,0.32715,0.00048648
6189,0.33203,0.00050111
6201,0.31738,0.00045787
6214,0.32715,0.00048648
6227,0.33691,0.00051596
6240,0.30273,0.00041658
6253,0,0
6264,0.32715,0.00048648
6278,0.31738,0.00045787
6290,0.33691,0.00051596
6303,0.3418,0.00053102
6317,0.29785,0.00040325
6329,0.3125,0.00044389
6342,0.32227,0.00047207
6354,0.31738,0.00045787
6368,0.32715,0.00048648
6381,0.33203,0.00050111
6393,0.32715,0.00048648
6407,0.31738,0.00045787
6419,0.31738,0.00045787
6432,0.32227,0.00047207
6445,0.33203,0.00050111
6458,0.32227,0.00047207
6471,0.32715,0.00048648
6483,0.31738,0.00045787
6497,0.32715,0.00048648
6509,0.32715,0.00048648
6522,0.31738,0.00045787
6536,0.31738,0.00045787
6548,0.33203,0.00050111
6561,0.32227,0.00047207
6574,0.3418,0.00053102
6587,0.32715,0.00048648
6599,0.30762,0.00043013
6612,0.33203,0.00050111
6626,0.3125,0.00044389
6638,0.30762,0.00043013
6651,0.32715,0.00048648
6664,0.32227,0.00047207
6677,0.31738,0.00045787
6689,0.32227,0.00047207
6703,0,0
6715,0.3125,0.00044389
6727,0.33203,0.00050111
6740,0.33203,0.00050111
6753,0.30762,0.00043013
6766,0.32227,0.00047207
6778,0.31738,0.00045787
6792,0.32715,0.00048648
6805,0.33203,0.00050111
6817,0.32715,0.00048648
6831,0.33691,0.00051596
6843,0.33691,0.00051596
6856,0.32227,0.00047207
6870,0.33691,0.00051596
6882,0,0
6894,0.32715,0.00048648
6906,0.33691,0.00051596
6920,0.33691,0.00051596
6932,0.30762,0.00043013
6945,0.32715,0.00048648
6959,0.3418,0.00053102
6971,0.31738,0.00045787
6984,0.33691,0.00051596
6996,0.3125,0.00044389
7010,0.3125,0.00044389
7022,0.32227,0.00047207
7035,0.32715,0.00048648
7049,0.3125,0.00044389
7061,0.33691,0.00051596
7074,0.33691,0.00051596
7087,0.3125,0.00044389
7100,0.33691,0.00051596
7112,0.31738,0.00045787
7126,0.32227,0.00047207
7139,0.33691,0.00051596
7151,0.32715,0.00048648
7164,0.33691,0.00051596
7177,0.3418,0.00053102
7190,0.3125,0.00044389
7203,0.33203,0.00050111
7216,0.32715,0.00048648
7229,0.32227,0.00047207
7241,0.1123,5.7329e-05
7255,0.33203,0.00050111
7267,0.3125,0.00044389
7280,0.32227,0.00047207
7293,0.29785,0.00040325
7306,0.029297,3.9014e-06
7318,0.31738,0.00045787
7330,0.30273,0.00041658
7344,0.33203,0.00050111
7357,0.3125,0.00044389
7369,0.30762,0.00043013
7383,0.33203,0.00050111
7395,0.33203,0.00050111
7408,0.32715,0.00048648
7420,0.31738,0.00045787
7434,0.32715,0.00048648
7447,0.33691,0.00051596
7459,0.32715,0.00048648
7473,0.33691,0.00051596
7485,0.3418,0.00053102
7498,0.33691,0.00051596
7511,0.32227,0.00047207
7524,0.33691,0.00051596
7537,0.3125,0.00044389
7549,0.33203,0.00050111
7563,0.33203,0.00050111
7575,0.33203,0.00050111
7588,0.32227,0.00047207
7602,0.29785,0.00040325
7614,0.32715,0.00048648
7627,0.31738,0.00045787
7640,0.31738,0.00045787
7653,0.33691,0.00051596
7665,0.3125,0.00044389
7678,0.30762,0.00043013
7692,0.33691,0.00051596
7704,0.32715,0.00048648
7717,0.33691,0.00051596
7730,0.33203,0.00050111
7743,0.33203,0.00050111
7755,0.33203,0.00050111
7769,0.3418,0.00053102
7782,0.33691,0.00051596
7794,0.34668,0.0005463
7808,0.1416,9.1141e-05
7820,0.32227,0.00047207
7833,0.3418,0.00053102
7846,0.31738,0.00045787
7859,0.32715,0.00048648
7872,0.32227,0.00047207
7884,0.30273,0.00041658
7898,0.31738,0.00045787
7910,0.31738,0.00045787
7923,0.33203,0.00050111
7937,0.33203,0.00050111
7949,0,0
7961,0.30762,0.00043013
7973,0.3125,0.00044389
7987,0.32715,0.00048648
7999,0.31738,0.00045787
8012,0.31738,0.00045787
8026,0.32715,0.00048648
8038,0.33203,0.00050111
8051,0.32227,0.00047207
8064,0.32715,0.00048648
8077,0.3125,0.00044389
8090,0.32715,0.00048648
8102,0.33203,0.00050111
8116,0.19043,0.00016483
8128,0.31738,0.00045787
8141,0.32715,0.00048648
8154,0.32227,0.00047207
8167,0.32715,0.00048648
8180,0,0
8192,0.29785,0.00040325
8205,0.32227,0.00047207
8217,0.33203,0.00050111
8230,0.3125,0.00044389
8243,0.32715,0.00048648
8256,0.33203,0.00050111
8269,0.31738,0.00045787
8282,0.33691,0.00051596
8295,0.30273,0.00041658
8307,0.30762,0.00043013
8321,0.3125,0.00044389
8333,0.33203,0.00050111
8346,0,0
8358,0.31738,0.00045787
8371,0.30762,0.00043013
8384,0.3125,0.00044389
8396,0.32715,0.00048648
8410,0.33203,0.00050111
8422,0.30273,0.00041658
8435,0.33203,0.00050111
8449,0.32715,0.00048648
8461,0.32715,0.00048648
8474,0.32227,0.00047207
8486,0.33203,0.00050111
8500,0.33691,0.00051596
8513,0.33203,0.00050111
8525,0.32715,0.00048648
8539,0.33203,0.00050111
8551,0.31738,0.00045787
8564,0.32227,0.00047207
8577,0.33691,0.00051596
8590,0.32715,0.00048648
8603,0.33203,0.00050111
8615,0.31738,0.00045787
8629,0.30273,0.00041658
8641,0.32715,0.00048648
8654,0.3125,0.00044389
8667,0.30273,0.00041658
8680,0.33691,0.00051596
8693,0.32715,0.00048648
8706,0.31738,0.00045787
8719,0.31738,0.00045787
8731,0.32227,0.00047207
8744,0.32715,0.00048648
8758,0.32715,0.00048648
8770,0.32227,0.00047207
8783,0.32715,0.00048648
8796,0.053711,1.3113e-05
8809,0.32227,0.00047207
8821,0.33203,0.00050111
8835,0.32227,0.00047207
8848,0.32227,0.00047207
8860,0.32715,0.00048648
8873,0.32715,0.00048648
8886,0.33691,0.00051596
8899,0.30762,0.00043013
8911,0.33691,0.00051596
8925,0.33203,0.00050111
8938,0.30762,0.00043013
8950,0.33203,0.00050111
8964,0.32227,0.00047207
8976,0.30762,0.00043013
8989,0.33691,0.00051596
9003,0.32715,0.00048648
9015,0.31738,0.00045787
9028,0.33203,0.00050111
9040,0.32715,0.00048648
9054,0.33203,0.00050111
9066,0.33691,0.00051596
9079,0.30762,0.00043013
9093,0.33203,0.00050111
9105,0.33203,0.00050111
9118,0.32715,0.00048648
9131,0.34668,0.0005463
9144,0.30762,0.00043013
9157,0.32227,0.00047207
9169,0.33203,0.00050111
9183,0.15625,0.00011097
9195,0.31738,0.00045787
9208,0.32715,0.00048648
9221,0.31738,0.00045787
9234,0.33203,0.00050111
9247,0.32227,0.00047207
9260,0.32227,0.00047207
9273,0.32227,0.00047207
9285,0.31738,0.00045787
9298,0.33203,0.00050111
9311,0.03418,5.3102e-06
9323,0.31738,0.00045787
9336,0.32227,0.00047207
9349,0.33203,0.00050111
9362,0.33691,0.00051596
9374,0.33203,0.00050111
9388,0.0097656,4.3349e-07
9399,0.039063,6.9358e-06
9411,0.31738,0.00045787
9424,0.32715,0.00048648
9437,0.33691,0.00051596
9450,0.30273,0.00041658
9462,0.22461,0.00022932
9476,0.32715,0.00048648
9489,0.31738,0.00045787
9501,0.33203,0.00050111
9515,0.32715,0.00048648
9527,0.30762,0.00043013
9540,0.32715,0.00048648
9552,0.24414,0.00027093
9566,0.33691,0.00051596
9579,0.32715,0.00048648
9591,0.31738,0.00045787
9605,0.3125,0.00044389
9617,0.3125,0.00044389
9630,0.32715,0.00048648
9643,0.30762,0.00043013
9656,0.32227,0.00047207
9669,0.3418,0.00053102
9681,0.30762,0.00043013
9695,0.3125,0.00044389
9707,0.33691,0.00051596
9720,0.30762,0.00043013
9734,0.32715,0.00048648
9746,0.32227,0.00047207
9759,0.31738,0.00045787
9772,0.33691,0.00051596
9785,0.32715,0.00048648
9797,0.30273,0.00041658
9810,0.33203,0.00050111
9824,0.33691,0.00051596
9836,0.3125,0.00044389
9849,0.3418,0.00053102
9862,0.29785,0.00040325
9875,0.33203,0.00050111
9888,0.33203,0.00050111
9901,0.32227,0.00047207
9914,0.32227,0.00047207
9926,0.33203,0.00050111
9939,0.32715,0.00048648
9952,0.31738,0.00045787
9965,0.32227,0.00047207
9978,0.32715,0.00048648
9991,0.33203,0.00050111
10004,0.32715,0.00048648
10017,0.32715,0.00048648
10032,0.30273,0.00041658
10046,0.24902,0.00028188
10059,0.33691,0.00051596
10074,0.3418,0.00053102
10087,0.33203,0.00050111
10101,0.32715,0.00048648
10116,0.33691,0.00051596
10129,0.30762,0.00043013
10143,0.33691,0.00051596
10158,0.32227,0.00047207
10171,0.30273,0.00041658
10185,0.32715,0.00048648
10199,0.23926,0.0002602
10213,0.32715,0.00048648
10227,0.30762,0.00043013
10241,0.31738,0.00045787
10255,0.31738,0.00045787
10268,0.32715,0.00048648
10283,0.32227,0.00047207
10297,0.32227,0.00047207
10310,0.33691,0.00051596
10324,0.31738,0.00045787
10339,0.32715,0.00048648
10352,0.33691,0.00051596
10366,0.30762,0.00043013
10380,0.30762,0.00043013
10394,0.33203,0.00050111
10408,0.32715,0.00048648
10422,0.0048828,1.0837e-07
10435,0.31738,0.00045787
10448,0.32715,0.00048648
10463,0.3418,0.00053102
10477,0.33691,0.00051596
10490,0.33691,0.00051596
10505,0.32715,0.00048648
10519,0.32715,0.00048648
10532,0.32715,0.00048648
10547,0.32715,0.00048648
10560,0.32227,0.00047207
10574,0.32227,0.00047207
10589,0.32715,0.00048648
10602,0.30762,0.00043013
10616,0.30762,0.00043013
10631,0.32715,0.00048648
10644,0.32227,0.00047207
10658,0.32715,0.00048648
10672,0.31738,0.00045787
10686,0.33203,0.00050111
10700,0.33203,0.00050111
10714,0.31738,0.00045787
10728,0.32715,0.00048648
10741,0.32715,0.00048648
10756,0.33203,0.00050111
10770,0.33203,0.00050111
10783,0.31738,0.00045787
10798,0.3125,0.00044389
10812,0.30762,0.00043013
10825,0.3125,0.00044389
10840,0.32227,0.00047207
10853,0.3125,0.00044389
10867,0.33203,0.00050111
10882,0.3418,0.00053102
10895,0.32715,0.00048648
10909,0.31738,0.00045787
10924,0.33691,0.00051596
10937,0.32227,0.00047207
10951,0.3418,0.00053102
10964,0.33203,0.00050111
10979,0.33691,0.00051596
10993,0.32227,0.00047207
11006,0.33203,0.00050111
11021,0.32715,0.00048648
11034,0.32715,0.00048648
11048,0.32227,0.00047207
11063,0.31738,0.00045787
11076,0.32227,0.00047207
11090,0.3125,0.00044389
11105,0.31738,0.00045787
11118,0.32715,0.00048648
11132,0.33691,0.00051596
11146,0.32715,0.00048648
11160,0.32227,0.00047207
11174,0.33691,0.00051596
11188,0.3418,0.00053102
11202,0.33691,0.00051596
11216,0.33203,0.00050111
11230,0.32715,0.00048648
11244,0.03418,5.3102e-06
11256,0.3125,0.00044389
11271,0.33691,0.00051596
11285,0.31738,0.00045787
11298,0.32227,0.00047207
11313,0.33203,0.00050111
11326,0.33203,0.00050111
11340,0.29785,0.00040325
11355,0.32227,0.00047207
11368,0.32227,0.00047207
11382,0.31738,0.00045787
11397,0.31738,0.00045787
11410,0.34668,0.0005463
11424,0.3418,0.00053102
11438,0.3418,0.00053102
11452,0.33203,0.00050111
11466,0.33691,0.00051596
11480,0.33203,0.00050111
11494,0.32227,0.00047207
11508,0.33203,0.00050111
11522,0.32715,0.00048648
11536,0.31738,0.00045787
11549,0.31738,0.00045787
11564,0.30762,0.00043013
11578,0.31738,0.00045787
11591,0.30273,0.00041658
11606,0.32227,0.00047207
11620,0.32227,0.00047207
11633,0.32227,0.00047207
11648,0.3125,0.00044389
11661,0.33203,0.00050111
11675,0,0
11688,0.3125,0.00044389
11702,0.32715,0.00048648
11716,0.31738,0.00045787
11729,0.33203,0.00050111
11744,0.30273,0.00041658
11758,0.32227,0.00047207
11771,0.32227,0.00047207
11786,0.32715,0.00048648
11799,0.31738,0.00045787
11813,0.32227,0.00047207
11828,0.33203,0.00050111
11841,0.31738,0.00045787
11855,0.32715,0.00048648
11870,0.32715,0.00048648
11883,0.083008,3.132e-05
11897,0.30762,0.00043013
11911,0.32227,0.00047207
11925,0.31738,0.00045787
11939,0.31738,0.00045787
11953,0.32227,0.00047207
11967,0.33203,0.00050111
11981,0.32227,0.00047207
11995,0.31738,0.00045787
12009,0.33203,0.00050111
12022,0.33203,0.00050111
12037,0.3418,0.00053102
12051,0,0
12063,0.32227,0.00047207
12078,0.32715,0.00048648
12091,0.31738,0.00045787
12105,0.31738,0.00045787
12120,0.33203,0.00050111
12133,0,0
12146,0.29785,0.00040325
12160,0.32715,0.00048648
12174,0.11719,6.2422e-05
12188,0.31738,0.00045787
12201,0.32715,0.00048648
12216,0.32715,0.00048648
12230,0.31738,0.00045787
12243,0.32715,0.00048648
12258,0.32715,0.00048648
12271,0.32227,0.00047207
12285,0.32715,0.00048648
12300,0.32227,0.00047207
12313,0.33691,0.00051596
12327,0.33203,0.00050111
12341,0.33203,0.00050111
12355,0.33203,0.00050111
12369,0.32715,0.00048648
12383,0.32227,0.00047207
12397,0.32227,0.00047207
12411,0.32227,0.00047207
12425,0.3125,0.00044389
12439,0.29297,0.00039014
12452,0.32715,0.00048648
12467,0.32715,0.00048648
12481,0.30762,0.00043013
12494,0.33203,0.00050111
12509,0.33691,0.00051596
12523,0.3418,0.00053102
12536,0.32227,0.00047207
12551,0.32715,0.00048648
12564,0.33203,0.00050111
12578,0.33691,0.00051596
12593,0.31738,0.00045787
12606,0,0
12619,0.3125,0.00044389
12633,0.32227,0.00047207
12647,0.30273,0.00041658
12661,0.32715,0.00048648
12675,0.33203,0.00050111
12689,0,0
12701,0.32715,0.00048648
12716,0.32715,0.00048648
12730,0.34668,0.0005463
12743,0.33691,0.00051596
12758,0.34668,0.0005463
12772,0.32227,0.00047207
12785,0.32227,0.00047207
12800,0.31738,0.00045787
12813,0.30273,0.00041658
12827,0.33203,0.00050111
12841,0.33203,0.00050111
12855,0.33203,0.00050111
12869,0.3125,0.00044389
12882,0.33203,0.00050111
12897,0.30762,0.00043013
12911,0.33203,0.00050111
12924,0.33203,0.00050111
12939,0.32715,0.00048648
12953,0.25879,0.00030442
