Time(ms),Voltage(V),Power(Watt) 
1689,0.24902,0.00028188
1702,0.25391,0.00029304
1715,0.24414,0.00027093
1728,0.25391,0.00029304
1741,0.25391,0.00029304
1754,0.25879,0.00030442
1767,0.25391,0.00029304
1779,0.24902,0.00028188
1793,0.25879,0.00030442
1805,0.25391,0.00029304
1818,0.25391,0.00029304
1831,0.25879,0.00030442
1844,0.24902,0.00028188
1857,0.23926,0.0002602
1869,0.24902,0.00028188
1883,0.23438,0.00024969
1896,0.23438,0.00024969
1908,0.25391,0.00029304
1922,0.24902,0.00028188
1934,0.23438,0.00024969
1947,0.23438,0.00024969
1959,0.25879,0.00030442
1973,0.24414,0.00027093
1986,0.24902,0.00028188
1998,0.25391,0.00029304
2012,0.22949,0.00023939
2024,0.25391,0.00029304
2037,0.24902,0.00028188
2050,0.24414,0.00027093
2063,0.23438,0.00024969
2076,0.25391,0.00029304
2088,0,0
2101,0.24902,0.00028188
2113,0.25391,0.00029304
2126,0.23438,0.00024969
2139,0.26367,0.00031601
2152,0.25391,0.00029304
2165,0.24414,0.00027093
2178,0.22949,0.00023939
2191,0.25391,0.00029304
2203,0.24902,0.00028188
2216,0.23438,0.00024969
2229,0.23926,0.0002602
2242,0.24414,0.00027093
2255,0.22949,0.00023939
2268,0.24902,0.00028188
2281,0.10742,5.2452e-05
2293,0.23926,0.0002602
2307,0.24902,0.00028188
2320,0.24902,0.00028188
2332,0.23438,0.00024969
2345,0.26367,0.00031601
2358,0.23926,0.0002602
2371,0.24414,0.00027093
2383,0.25879,0.00030442
2397,0.24414,0.00027093
2410,0.25391,0.00029304
2422,0.25391,0.00029304
2436,0.26367,0.00031601
2448,0.24902,0.00028188
2461,0.24902,0.00028188
2473,0.25391,0.00029304
2487,0.24902,0.00028188
2500,0.24414,0.00027093
2512,0.24414,0.00027093
2526,0.23438,0.00024969
2538,0,0
2550,0.25391,0.00029304
2563,0.24414,0.00027093
2576,0.23438,0.00024969
2589,0.23438,0.00024969
2601,0.23438,0.00024969
2615,0.24414,0.00027093
2627,0.26367,0.00031601
2640,0.23438,0.00024969
2654,0.24414,0.00027093
2666,0.25879,0.00030442
2679,0.24902,0.00028188
2692,0.26367,0.00031601
2705,0.24414,0.00027093
2717,0.25391,0.00029304
2731,0.25879,0.00030442
2744,0.24902,0.00028188
2756,0.25879,0.00030442
2769,0.23926,0.0002602
2782,0.24414,0.00027093
2795,0.25391,0.00029304
2807,0.24902,0.00028188
2821,0.25391,0.00029304
2834,0.24414,0.00027093
2846,0.22949,0.00023939
2860,0.23926,0.0002602
2872,0.24902,0.00028188
2885,0.24414,0.00027093
2898,0.26367,0.00031601
2911,0.25391,0.00029304
2924,0.24414,0.00027093
2936,0.24902,0.00028188
2950,0.24902,0.00028188
2962,0.25391,0.00029304
2975,0.25391,0.00029304
2989,0.25879,0.00030442
3001,0.25391,0.00029304
3014,0.24414,0.00027093
3026,0.25879,0.00030442
3040,0.25391,0.00029304
3052,0.24414,0.00027093
3065,0.24902,0.00028188
3079,0.25391,0.00029304
3091,0.25391,0.00029304
3104,0.25879,0.00030442
3117,0.24902,0.00028188
3130,0.25391,0.00029304
3142,0.23926,0.0002602
3155,0.24902,0.00028188
3169,0.24414,0.00027093
3181,0.24414,0.00027093
3194,0.25879,0.00030442
3207,0.24902,0.00028188
3220,0.23438,0.00024969
3233,0.25391,0.00029304
3246,0.19043,0.00016483
3259,0.23926,0.0002602
3271,0.25391,0.00029304
3284,0.24902,0.00028188
3297,0.23926,0.0002602
3310,0.24902,0.00028188
3323,0.25879,0.00030442
3336,0.24414,0.00027093
3349,0.25391,0.00029304
3361,0.25391,0.00029304
3375,0.25391,0.00029304
3387,0.25879,0.00030442
3400,0.25391,0.00029304
3414,0.24414,0.00027093
3426,0.23926,0.0002602
3439,0.23438,0.00024969
3451,0.22949,0.00023939
3465,0.25391,0.00029304
3477,0.24414,0.00027093
3490,0.24902,0.00028188
3504,0.24414,0.00027093
3516,0.24902,0.00028188
3529,0.24902,0.00028188
3542,0.24414,0.00027093
3555,0.25879,0.00030442
3568,0.25391,0.00029304
3580,0.24414,0.00027093
3594,0.25879,0.00030442
3606,0.25879,0.00030442
3619,0.25391,0.00029304
3632,0.25391,0.00029304
3645,0.24414,0.00027093
3658,0.25879,0.00030442
3671,0.25391,0.00029304
3684,0.25879,0.00030442
3696,0.22949,0.00023939
3709,0.22461,0.00022932
3722,0.24902,0.00028188
3735,0.23926,0.0002602
3748,0.23438,0.00024969
3761,0.25879,0.00030442
3774,0.25391,0.00029304
3786,0.24902,0.00028188
3800,0.24414,0.00027093
3813,0.24414,0.00027093
3825,0.24414,0.00027093
3838,0.24902,0.00028188
3851,0.24414,0.00027093
3864,0.24902,0.00028188
3876,0.24902,0.00028188
3890,0.26367,0.00031601
3903,0.24902,0.00028188
3915,0.24414,0.00027093
3929,0.25879,0.00030442
3941,0.24902,0.00028188
3954,0.24902,0.00028188
3966,0.25391,0.00029304
3980,0.22949,0.00023939
3993,0.24902,0.00028188
4005,0.23926,0.0002602
4019,0.22461,0.00022932
4031,0.23438,0.00024969
4044,0.24414,0.00027093
4057,0.24902,0.00028188
4070,0.24902,0.00028188
4083,0.23926,0.0002602
4096,0.24902,0.00028188
4109,0.23926,0.0002602
4121,0.24902,0.00028188
4134,0.25391,0.00029304
4148,0.25879,0.00030442
4160,0.23926,0.0002602
4173,0.25391,0.00029304
4186,0.17578,0.00014045
4199,0.25391,0.00029304
4211,0.25391,0.00029304
4225,0.25391,0.00029304
4238,0.24902,0.00028188
4250,0.25879,0.00030442
4263,0.25879,0.00030442
4276,0.24902,0.00028188
4289,0.25391,0.00029304
4301,0.24414,0.00027093
4315,0.24414,0.00027093
4328,0.23926,0.0002602
4340,0.25391,0.00029304
4354,0.25879,0.00030442
4366,0.24414,0.00027093
4379,0.25391,0.00029304
4391,0.23926,0.0002602
4405,0.25391,0.00029304
4418,0.25391,0.00029304
4430,0.24902,0.00028188
4444,0.25391,0.00029304
4456,0.24414,0.00027093
4469,0.25391,0.00029304
4483,0.24414,0.00027093
4495,0.23438,0.00024969
4508,0.25391,0.00029304
4520,0.25391,0.00029304
4534,0.23438,0.00024969
4546,0.26367,0.00031601
4559,0.22949,0.00023939
4573,0.23926,0.0002602
4585,0.24414,0.00027093
4598,0.23926,0.0002602
4611,0.23438,0.00024969
4624,0.25879,0.00030442
4636,0.22949,0.00023939
4649,0.23926,0.0002602
4663,0.25391,0.00029304
4675,0,0
4687,0.23438,0.00024969
4700,0.26367,0.00031601
4713,0.25391,0.00029304
4725,0.23926,0.0002602
4739,0.26855,0.00032783
4752,0.24902,0.00028188
4764,0.24902,0.00028188
4777,0.25391,0.00029304
4790,0.22949,0.00023939
4803,0.26367,0.00031601
4815,0.25391,0.00029304
4829,0.068359,2.1241e-05
4842,0.24902,0.00028188
4854,0.25879,0.00030442
4868,0.25391,0.00029304
4880,0.24902,0.00028188
4893,0.25391,0.00029304
4907,0.25879,0.00030442
4919,0.24902,0.00028188
4932,0.25391,0.00029304
4944,0.23926,0.0002602
4958,0.23926,0.0002602
4970,0.24414,0.00027093
4983,0.25391,0.00029304
4997,0.23438,0.00024969
5009,0.24902,0.00028188
5022,0.24902,0.00028188
5035,0.12695,7.326e-05
5048,0.25391,0.00029304
5061,0.24902,0.00028188
5073,0.25391,0.00029304
5087,0.25391,0.00029304
5099,0.25391,0.00029304
5112,0.25879,0.00030442
5125,0.23438,0.00024969
5138,0.26367,0.00031601
5151,0.23926,0.0002602
5164,0.24414,0.00027093
5177,0.15625,0.00011097
5189,0.24902,0.00028188
5202,0.24902,0.00028188
5215,0.24902,0.00028188
5228,0.22461,0.00022932
5241,0.22949,0.00023939
5254,0.24414,0.00027093
5267,0.24902,0.00028188
5279,0.23438,0.00024969
5293,0.23926,0.0002602
5305,0.25879,0.00030442
5318,0.25391,0.00029304
5331,0.25391,0.00029304
5344,0.25879,0.00030442
5357,0.24414,0.00027093
5369,0.25391,0.00029304
5383,0.24902,0.00028188
5396,0.26367,0.00031601
5408,0.25391,0.00029304
5422,0.25391,0.00029304
5434,0.25879,0.00030442
5447,0.25391,0.00029304
5459,0.25391,0.00029304
5473,0.25391,0.00029304
5486,0.24902,0.00028188
5498,0.23926,0.0002602
5512,0.24414,0.00027093
5524,0.24414,0.00027093
5537,0.24902,0.00028188
5550,0.23438,0.00024969
5563,0.25391,0.00029304
5576,0.24902,0.00028188
5588,0.22949,0.00023939
5602,0.25391,0.00029304
5614,0.23926,0.0002602
5627,0.25391,0.00029304
5640,0.25391,0.00029304
5653,0.23926,0.0002602
5666,0.26367,0.00031601
5679,0.24902,0.00028188
5692,0.24414,0.00027093
5704,0.24902,0.00028188
5718,0.25391,0.00029304
5731,0.24902,0.00028188
5743,0.24902,0.00028188
5756,0.25879,0.00030442
5769,0.25879,0.00030442
5782,0.24902,0.00028188
5794,0.26367,0.00031601
5808,0.058594,1.5606e-05
5821,0.23438,0.00024969
5833,0.23926,0.0002602
5847,0.25879,0.00030442
5859,0.24414,0.00027093
5872,0.25391,0.00029304
5884,0.24902,0.00028188
5898,0.058594,1.5606e-05
5911,0.24902,0.00028188
5923,0,0
5936,0.24414,0.00027093
5948,0.25391,0.00029304
5961,0.25391,0.00029304
5974,0.24902,0.00028188
5987,0.25391,0.00029304
6000,0.24414,0.00027093
6012,0.24902,0.00028188
6026,0.23926,0.0002602
6038,0.24902,0.00028188
6051,0.24902,0.00028188
6064,0.22949,0.00023939
6077,0.25391,0.00029304
6090,0.24902,0.00028188
6103,0.24902,0.00028188
6116,0.25391,0.00029304
6128,0.25391,0.00029304
6141,0,0
6153,0.25879,0.00030442
6166,0.25391,0.00029304
6179,0.23926,0.0002602
6192,0.25391,0.00029304
6205,0.25391,0.00029304
6217,0.24414,0.00027093
6231,0.23926,0.0002602
6243,0.23926,0.0002602
6256,0.24902,0.00028188
6269,0.24902,0.00028188
6282,0.24902,0.00028188
6295,0.25391,0.00029304
6307,0.24902,0.00028188
6321,0.25879,0.00030442
6334,0.24902,0.00028188
6346,0.23926,0.0002602
6360,0.039063,6.9358e-06
6371,0.24902,0.00028188
6384,0.25391,0.00029304
6396,0.24902,0.00028188
6410,0.24902,0.00028188
6423,0.26367,0.00031601
6435,0.25391,0.00029304
6449,0.25391,0.00029304
6461,0.24902,0.00028188
6474,0.23926,0.0002602
6487,0.23926,0.0002602
6500,0.26367,0.00031601
6513,0.24414,0.00027093
6525,0.25391,0.00029304
6539,0.25879,0.00030442
6551,0,0
6563,0.24414,0.00027093
6576,0.27344,0.00033985
6589,0.25391,0.00029304
6602,0.26367,0.00031601
6615,0.26367,0.00031601
6628,0.23926,0.0002602
6640,0.25879,0.00030442
6653,0.23438,0.00024969
6666,0.24414,0.00027093
6679,0,0
6691,0.26367,0.00031601
6704,0.22949,0.00023939
6717,0.24902,0.00028188
6729,0.24414,0.00027093
6743,0.23438,0.00024969
6755,0.24414,0.00027093
6768,0.25391,0.00029304
6781,0.24902,0.00028188
6794,0,0
6806,0.25391,0.00029304
6818,0.24414,0.00027093
6832,0.23438,0.00024969
6844,0.25879,0.00030442
6857,0.18066,0.00014836
6871,0.23926,0.0002602
6883,0.24414,0.00027093
6896,0.24902,0.00028188
6908,0.24414,0.00027093
6922,0.25879,0.00030442
6935,0.24902,0.00028188
6947,0.24902,0.00028188
6961,0.25879,0.00030442
6973,0.26855,0.00032783
6986,0.25391,0.00029304
6999,0.24902,0.00028188
7012,0.24902,0.00028188
7025,0.25391,0.00029304
7037,0.25391,0.00029304
7051,0.25879,0.00030442
7063,0.23926,0.0002602
7076,0.24414,0.00027093
7089,0.24902,0.00028188
7102,0.24902,0.00028188
7115,0.25391,0.00029304
7128,0,0
7140,0.24902,0.00028188
7152,0.23926,0.0002602
7165,0.24902,0.00028188
7178,0.23926,0.0002602
7191,0.24414,0.00027093
7204,0.24902,0.00028188
7217,0.26855,0.00032783
7230,0.24414,0.00027093
7242,0.24902,0.00028188
7256,0.25391,0.00029304
7268,0.25879,0.00030442
7281,0.029297,3.9014e-06
7293,0,0
7305,0.24414,0.00027093
7318,0.22949,0.00023939
7330,0.23926,0.0002602
7344,0.24414,0.00027093
7356,0.26367,0.00031601
7369,0.24414,0.00027093
7383,0.23926,0.0002602
7395,0,0
7407,0.24414,0.00027093
7419,0.23438,0.00024969
7433,0.24902,0.00028188
7445,0.23926,0.0002602
7458,0.24414,0.00027093
7472,0.25879,0.00030442
7484,0.25879,0.00030442
7497,0.24902,0.00028188
7510,0.25879,0.00030442
7523,0.25879,0.00030442
7535,0.25879,0.00030442
7548,0.26367,0.00031601
7562,0.24414,0.00027093
7574,0.25879,0.00030442
7587,0.24414,0.00027093
7600,0.23926,0.0002602
7613,0.25391,0.00029304
7625,0.25391,0.00029304
7639,0.25879,0.00030442
7652,0,0
7663,0.25391,0.00029304
7676,0.24414,0.00027093
7689,0.25391,0.00029304
7702,0.25391,0.00029304
7714,0.20996,0.00020038
7728,0.24414,0.00027093
7741,0.23926,0.0002602
7753,0.24902,0.00028188
7767,0,0
7778,0.24414,0.00027093
7791,0.25391,0.00029304
7803,0.24414,0.00027093
7817,0.24414,0.00027093
7830,0.25879,0.00030442
7842,0.23926,0.0002602
7856,0,0
7867,0.25879,0.00030442
7880,0.23926,0.0002602
7892,0.22949,0.00023939
7906,0.22949,0.00023939
7919,0.23926,0.0002602
7931,0.24414,0.00027093
7945,0.24902,0.00028188
7957,0.26367,0.00031601
7970,0.23438,0.00024969
7983,0.25879,0.00030442
7996,0.25391,0.00029304
8009,0.25391,0.00029304
8022,0.26367,0.00031601
8035,0.24414,0.00027093
8047,0.25391,0.00029304
8060,0.24902,0.00028188
8074,0.25391,0.00029304
8086,0.24902,0.00028188
8099,0.24902,0.00028188
8112,0.25879,0.00030442
8125,0.24414,0.00027093
8137,0.25391,0.00029304
8151,0.25879,0.00030442
8164,0.25879,0.00030442
8176,0.24902,0.00028188
8189,0.22949,0.00023939
8202,0.24902,0.00028188
8215,0.24414,0.00027093
8227,0.23926,0.0002602
8241,0.25879,0.00030442
8254,0.23926,0.0002602
8266,0.23438,0.00024969
8280,0.25879,0.00030442
8292,0.24902,0.00028188
8305,0.23926,0.0002602
8317,0.24902,0.00028188
8331,0.24902,0.00028188
8344,0.25879,0.00030442
8356,0.25391,0.00029304
8370,0.24902,0.00028188
8382,0.25391,0.00029304
8395,0.24902,0.00028188
8409,0.25879,0.00030442
8421,0.24414,0.00027093
8434,0.24902,0.00028188
8446,0.26367,0.00031601
8460,0.23438,0.00024969
8472,0.24902,0.00028188
8485,0.24902,0.00028188
8499,0.23926,0.0002602
8511,0.23926,0.0002602
8524,0.24414,0.00027093
8537,0.25879,0.00030442
8550,0.24902,0.00028188
8562,0.24414,0.00027093
8576,0.25391,0.00029304
8589,0.24902,0.00028188
8601,0.24414,0.00027093
8614,0.25879,0.00030442
8627,0.26855,0.00032783
8640,0.24414,0.00027093
8652,0.24414,0.00027093
8666,0.25879,0.00030442
8679,0.25391,0.00029304
8691,0.25391,0.00029304
8705,0.24414,0.00027093
8717,0.24902,0.00028188
8730,0.25879,0.00030442
8742,0.24902,0.00028188
8756,0.23926,0.0002602
8769,0.23926,0.0002602
8781,0.24414,0.00027093
8795,0.24902,0.00028188
8807,0.23438,0.00024969
8820,0.25391,0.00029304
8834,0.25391,0.00029304
8846,0.23926,0.0002602
8859,0.25391,0.00029304
8871,0.26367,0.00031601
8885,0.24414,0.00027093
8897,0.25879,0.00030442
8910,0.25391,0.00029304
8924,0.25391,0.00029304
8936,0.25879,0.00030442
8949,0.25391,0.00029304
8962,0.24902,0.00028188
8975,0.25391,0.00029304
8987,0.24414,0.00027093
9000,0.26367,0.00031601
9014,0.24414,0.00027093
9026,0.26367,0.00031601
9039,0.22949,0.00023939
9052,0.24902,0.00028188
9065,0.23926,0.0002602
9078,0.22461,0.00022932
9091,0.24902,0.00028188
9104,0.24414,0.00027093
9116,0.24902,0.00028188
9129,0.26367,0.00031601
9142,0.23438,0.00024969
9155,0.25879,0.00030442
9168,0.25879,0.00030442
9181,0.24414,0.00027093
9194,0.26367,0.00031601
9206,0.25391,0.00029304
9220,0.24414,0.00027093
9232,0.26367,0.00031601
9245,0.048828,1.0837e-05
9259,0.25391,0.00029304
9271,0.25391,0.00029304
9284,0.25391,0.00029304
9296,0.24902,0.00028188
9310,0.25391,0.00029304
9323,0.23438,0.00024969
9335,0.24414,0.00027093
9349,0.23926,0.0002602
9361,0.23438,0.00024969
9374,0.23926,0.0002602
9387,0.25391,0.00029304
9400,0,0
9411,0.24414,0.00027093
9424,0.23926,0.0002602
9438,0.22461,0.00022932
9450,0.23926,0.0002602
9463,0.25391,0.00029304
9476,0.13184,7.9003e-05
9489,0.23926,0.0002602
9502,0.23926,0.0002602
9515,0.25879,0.00030442
9528,0.25391,0.00029304
9540,0.25391,0.00029304
9553,0.26367,0.00031601
9566,0.24414,0.00027093
9579,0.25879,0.00030442
9592,0.26367,0.00031601
9605,0.23926,0.0002602
9618,0.25879,0.00030442
9630,0.24414,0.00027093
9644,0.23926,0.0002602
9656,0.26367,0.00031601
9669,0.22949,0.00023939
9682,0.22949,0.00023939
9695,0.24902,0.00028188
9708,0.24902,0.00028188
9720,0.25879,0.00030442
9734,0.25391,0.00029304
9747,0.25391,0.00029304
9759,0.25391,0.00029304
9773,0.24902,0.00028188
9785,0.26855,0.00032783
9798,0.24414,0.00027093
9810,0.24902,0.00028188
9824,0.25391,0.00029304
9837,0.24414,0.00027093
9849,0.23926,0.0002602
9863,0.24902,0.00028188
9875,0.22949,0.00023939
9888,0.26367,0.00031601
9901,0.25391,0.00029304
9914,0.24902,0.00028188
9927,0.26367,0.00031601
9939,0.22949,0.00023939
9953,0.24414,0.00027093
9965,0.24902,0.00028188
9978,0.23926,0.0002602
9992,0.23926,0.0002602
10004,0.25391,0.00029304
10018,0.25391,0.00029304
10032,0.25879,0.00030442
10046,0.24414,0.00027093
10060,0.24902,0.00028188
10074,0.24414,0.00027093
10088,0.25879,0.00030442
10101,0.24902,0.00028188
10116,0.1123,5.7329e-05
10130,0.24414,0.00027093
10143,0.25391,0.00029304
10158,0.24902,0.00028188
10172,0.23926,0.0002602
10185,0.26367,0.00031601
10200,0.25391,0.00029304
10213,0.24902,0.00028188
10227,0.24414,0.00027093
10242,0.22949,0.00023939
10255,0.24902,0.00028188
10269,0.24902,0.00028188
10283,0.24902,0.00028188
10297,0.24902,0.00028188
10311,0.25879,0.00030442
10324,0.25391,0.00029304
10339,0.25391,0.00029304
10353,0.25879,0.00030442
10366,0.25391,0.00029304
10381,0,0
10393,0.24414,0.00027093
10407,0.23926,0.0002602
10422,0.24414,0.00027093
10435,0.25391,0.00029304
10449,0.25391,0.00029304
10463,0,0
10476,0.24414,0.00027093
10490,0.24414,0.00027093
10504,0.25391,0.00029304
10518,0.24902,0.00028188
10531,0.24902,0.00028188
10546,0.25879,0.00030442
10560,0.24902,0.00028188
10573,0.25391,0.00029304
10588,0.24902,0.00028188
10602,0.25391,0.00029304
10615,0.25391,0.00029304
10630,0.25879,0.00030442
10643,0.25391,0.00029304
10657,0.24414,0.00027093
10672,0.26367,0.00031601
10685,0.25879,0.00030442
10699,0.25879,0.00030442
10713,0.25391,0.00029304
10727,0.25391,0.00029304
10741,0.26855,0.00032783
10755,0.25391,0.00029304
10769,0,0
10782,0.25391,0.00029304
10796,0.24414,0.00027093
10810,0,0
10822,0.23926,0.0002602
10836,0.24414,0.00027093
10851,0.24902,0.00028188
10864,0.23926,0.0002602
10878,0.25391,0.00029304
10892,0.25391,0.00029304
10906,0.24414,0.00027093
10920,0.23926,0.0002602
10934,0.25391,0.00029304
10948,0.24902,0.00028188
10961,0.25391,0.00029304
10976,0.24902,0.00028188
10990,0,0
11002,0.25391,0.00029304
11017,0.26367,0.00031601
11030,0.24902,0.00028188
11044,0.24902,0.00028188
11059,0.24902,0.00028188
11072,0.22949,0.00023939
11086,0.24414,0.00027093
11101,0.25879,0.00030442
11114,0.23926,0.0002602
11128,0.23926,0.0002602
11142,0.25391,0.00029304
11156,0.25391,0.00029304
11170,0.25391,0.00029304
11184,0.25879,0.00030442
11198,0.25879,0.00030442
11212,0.25879,0.00030442
11226,0.24902,0.00028188
11240,0.24902,0.00028188
11253,0.25879,0.00030442
11268,0.24902,0.00028188
11282,0,0
11294,0.25879,0.00030442
11309,0.25879,0.00030442
11322,0.25879,0.00030442
11336,0.25391,0.00029304
11351,0.24902,0.00028188
11364,0.25391,0.00029304
11378,0.24902,0.00028188
11392,0.25879,0.00030442
11406,0.25879,0.00030442
11420,0.26367,0.00031601
11433,0.25391,0.00029304
11448,0.25879,0.00030442
11462,0.25879,0.00030442
11475,0.24414,0.00027093
11490,0.24902,0.00028188
11503,0.25391,0.00029304
11517,0.25391,0.00029304
11532,0.25879,0.00030442
11545,0.25879,0.00030442
11559,0.25879,0.00030442
11573,0.24902,0.00028188
11587,0.25391,0.00029304
11601,0.25879,0.00030442
11615,0.25391,0.00029304
11629,0,0
11641,0.25391,0.00029304
11656,0.25879,0.00030442
11670,0.24902,0.00028188
11683,0.24902,0.00028188
11698,0.24902,0.00028188
11712,0.25879,0.00030442
11725,0.22949,0.00023939
11740,0.25391,0.00029304
11753,0.25879,0.00030442
11767,0.24414,0.00027093
11782,0.23926,0.0002602
11795,0.25391,0.00029304
11809,0.24414,0.00027093
11823,0.25391,0.00029304
11837,0.24902,0.00028188
11851,0.25391,0.00029304
11865,0.25391,0.00029304
11879,0.24414,0.00027093
11893,0.23926,0.0002602
11907,0.23926,0.0002602
11921,0.23926,0.0002602
11934,0.24902,0.00028188
11949,0.25879,0.00030442
11963,0.24902,0.00028188
11976,0.24414,0.00027093
11991,0.25391,0.00029304
12005,0.26367,0.00031601
12018,0.24414,0.00027093
12033,0.25391,0.00029304
12046,0,0
12059,0.25391,0.00029304
12073,0.25879,0.00030442
12087,0.25391,0.00029304
12101,0.26367,0.00031601
12114,0.26367,0.00031601
12129,0.26367,0.00031601
12143,0.25879,0.00030442
12156,0.25879,0.00030442
12171,0.25879,0.00030442
12184,0.25391,0.00029304
12198,0.25391,0.00029304
12213,0.24414,0.00027093
12226,0.24414,0.00027093
12240,0.24414,0.00027093
12255,0.24902,0.00028188
12268,0.25879,0.00030442
12282,0.26367,0.00031601
12296,0.25391,0.00029304
12310,0.26855,0.00032783
12324,0.24414,0.00027093
12338,0.26367,0.00031601
12352,0.26367,0.00031601
12365,0.24902,0.00028188
12380,0.23926,0.0002602
12394,0.25879,0.00030442
12407,0.24414,0.00027093
12422,0.23926,0.0002602
12436,0.23438,0.00024969
12449,0.23438,0.00024969
12464,0,0
12476,0.25391,0.00029304
12490,0.25391,0.00029304
12505,0.25391,0.00029304
12518,0.25879,0.00030442
12532,0.24902,0.00028188
12546,0.25391,0.00029304
12560,0.24414,0.00027093
12574,0.23438,0.00024969
12588,0.24902,0.00028188
12602,0.24902,0.00028188
12616,0.22949,0.00023939
12630,0.25391,0.00029304
12644,0.24414,0.00027093
12657,0.25391,0.00029304
12672,0,0
12685,0.24902,0.00028188
12698,0.23926,0.0002602
12712,0.23438,0.00024969
12726,0.24902,0.00028188
12740,0.23926,0.0002602
12754,0.25391,0.00029304
12768,0.24414,0.00027093
12782,0.23438,0.00024969
12796,0.25391,0.00029304
12810,0.063477,1.8315e-05
12824,0.24414,0.00027093
12837,0.24902,0.00028188
12852,0.25879,0.00030442
12866,0.26367,0.00031601
12879,0.24902,0.00028188
12894,0,0
12906,0.24414,0.00027093
12920,0.25391,0.00029304
12935,0.24902,0.00028188
12948,0.25879,0.00030442
