Time.s,Voltage.V,Power.Watt,Energy.J
0.01,0.60547,0.0016663,0.0000083315
0.022,0.61523,0.0017205,0.0000286523
0.033,0.59082,0.0015867,0.0000468419
0.046,0.54688,0.0013594,0.00006599155
0.057,0.57617,0.001509,0.00008176775
0.069,0.58594,0.0015606,0.00010018535
0.091,0.61035,0.0016933,0.00013597825
0.102,0.59082,0.0015867,0.00015401825
0.115,0.60059,0.0016396,0.0001749892
0.128,0.57617,0.001509,0.0001954551
0.141,0.5957,0.001613,0.0002157481
0.153,0.61035,0.0016933,0.0002355859
0.166,0.58594,0.0015606,0.00025673625
0.18,0.58594,0.0015606,0.00027858465
0.192,0.60547,0.0016663,0.00029794605
0.205,0.60547,0.0016663,0.00031960795
0.218,0.61035,0.0016933,0.00034144535
0.231,0.57129,0.0014835,0.00036209455
0.243,0.5957,0.001613,0.00038067355
0.257,0.60059,0.0016396,0.00040344175
0.269,0.61035,0.0016933,0.00042343915
0.282,0.60547,0.0016663,0.00044527655
0.295,0.60547,0.0016663,0.00046693845
0.308,0.26367,0.00031601,0.000479823465
0.32,0.59082,0.0015867,0.000491239725
0.332,0.62012,0.0017479,0.000511247325
0.346,0.57129,0.0014835,0.000533867125
0.358,0.5957,0.001613,0.000552446125
0.371,0.58594,0.0015606,0.000573074525
0.384,0.58594,0.0015606,0.000593362325
0.397,0.60547,0.0016663,0.000614337175
0.41,0.57617,0.001509,0.000634976625
0.422,0.0097656,0.00000043349,0.00064403322594
0.434,0.61035,0.0016933,0.00065419562688
0.446,0.5957,0.001613,0.00067403342688
0.459,0.5957,0.001613,0.00069500242688
0.472,0.54688,0.0013594,0.00071432302688
0.485,0.59082,0.0015867,0.00073347267688
0.497,0.57617,0.001509,0.00075204687688
0.51,0.58105,0.0015347,0.00077183092688
0.523,0.58105,0.0015347,0.00079178202688
0.536,0.59082,0.0015867,0.00081207112688
0.549,0.5957,0.001613,0.00083286917688
0.562,0.59082,0.0015867,0.00085366722688
0.575,0.57129,0.0014835,0.00087362352688
0.587,0.58594,0.0015606,0.00089188812688
0.601,0.58594,0.0015606,0.00091373652688
0.613,0.61523,0.0017205,0.00093342312688
0.626,0.58594,0.0015606,0.00095475027688
0.64,0.62012,0.0017479,0.00097790977688
0.652,0.56641,0.0014583,0.00099714697688
0.665,0.58594,0.0015606,0.00101676982688
0.677,0.57617,0.001509,0.00103518742688
0.691,0.59082,0.0015867,0.00105685732688
0.703,0.59082,0.0015867,0.00107589772688
0.716,0.58594,0.0015606,0.00109635517688
0.729,0.62988,0.0018034,0.00111822117688
0.742,0.58594,0.0015606,0.00114008717688
0.754,0.60059,0.0016396,0.00115928837688
0.768,0.56152,0.0014332,0.00118079797688
0.781,0.57617,0.001509,0.00119992227688
0.793,0.60059,0.0016396,0.00121881387688
0.806,0.58594,0.0015606,0.00123961517688
0.819,0.61523,0.0017205,0.00126094232688
0.832,0.59082,0.0015867,0.00128243912688
0.844,0.60547,0.0016663,0.00130195712688
0.858,0.58105,0.0015347,0.00132436412688
0.87,0.60547,0.0016663,0.00134357012688
0.883,0.58105,0.0015347,0.00136437662688
0.897,0.58105,0.0015347,0.00138586242688
0.909,0.58594,0.0015606,0.00140443422688
0.922,0.5957,0.001613,0.00142506262688
0.934,0.59082,0.0015867,0.00144426082688
0.948,0.5957,0.001613,0.00146665872688
0.96,0.55664,0.0014084,0.00148478712688
0.973,0.5957,0.001613,0.00150442622688
0.986,0.58105,0.0015347,0.00152488627688
0.999,0.56152,0.0014332,0.00154417762688
1.012,0.59082,0.0015867,0.00156380697688
1.026,0.32227,0.00047207,0.00157821836688
1.039,0.58105,0.0015347,0.00159126237188
1.052,0.5957,0.001613,0.00161172242188
1.067,0.57617,0.001509,0.00163513742188
1.081,0.59082,0.0015867,0.00165680732188
1.094,0.61035,0.0016933,0.00167812732188
1.108,0.60059,0.0016396,0.00170145762188
1.122,0.60547,0.0016663,0.00172459892188
1.136,0.60059,0.0016396,0.00174774022188
1.15,0.60059,0.0016396,0.00177069462188
1.164,0.57129,0.0014835,0.00179255632188
1.178,0.57129,0.0014835,0.00181332532188
1.191,0.5957,0.001613,0.00183345257188
1.206,0.60547,0.0016663,0.00185804732188
1.22,0.58105,0.0015347,0.00188045432188
1.233,0.56152,0.0014332,0.00189974567188
1.248,0.58594,0.0015606,0.00192219917188
1.261,0.57617,0.001509,0.00194215157188
1.275,0.57617,0.001509,0.00196327757188
1.289,0.54688,0.0013594,0.00198335637188
1.303,0.5957,0.001613,0.00200416317188
1.317,0.59082,0.0015867,0.00202656107188
1.331,0.59082,0.0015867,0.00204877487188
1.345,0.55664,0.0014084,0.00206974057188
1.358,0.61523,0.0017205,0.00209007842188
1.373,0.61035,0.0016933,0.00211568192188
1.387,0.60059,0.0016396,0.00213901222188
1.4,0.57129,0.0014835,0.00215931237188
1.415,0.58105,0.0015347,0.00218194887188
1.428,0.5957,0.001613,0.00220240892188
1.442,0.55176,0.0013838,0.00222338652188
1.457,0.57617,0.001509,0.00224508252188
1.47,0.62012,0.0017479,0.00226625237188
1.484,0.5957,0.001613,0.00228977867188
1.498,0.58105,0.0015347,0.00231181257188
1.512,0.55664,0.0014084,0.00233241427188
1.526,0.45898,0.00095758,0.00234897613188
1.539,0.58594,0.0015606,0.00236534430188
1.553,0.5957,0.001613,0.00238755950188
1.566,0.029297,0.0000039014,0.00239806936098
1.579,0.59082,0.0015867,0.00240840827008
1.593,0.56152,0.0014332,0.00242954757008
1.618,0.60059,0.0016396,0.00246795757008
1.632,0.60547,0.0016663,0.00249109887008
1.646,0.60059,0.0016396,0.00251424017008
1.659,0.55664,0.0014084,0.00253405217008
1.674,0.58105,0.0015347,0.00255612542008
1.688,0.58594,0.0015606,0.00257779252008
1.701,0.57617,0.001509,0.00259774492008
1.716,0.57617,0.001509,0.00262037992008
1.729,0.56152,0.0014332,0.00263950422008
1.743,0.5957,0.001613,0.00266082762008
1.758,0.58105,0.0015347,0.00268443537008
1.771,0.57129,0.0014835,0.00270405367008
1.785,0.60059,0.0016396,0.00272591537008
1.799,0.61035,0.0016933,0.00274924567008
1.813,0.60547,0.0016663,0.00277276287008
1.839,0.5957,0.001613,0.00281539377008
1.853,0.57129,0.0014835,0.00283706927008
1.866,0.57617,0.001509,0.00285652052008
1.881,0.5957,0.001613,0.00287993552008
1.894,0.58594,0.0015606,0.00290056392008
1.908,0.58594,0.0015606,0.00292241232008
1.923,0.57617,0.001509,0.00294543432008
1.936,0.61035,0.0016933,0.00296624927008
1.95,0.61035,0.0016933,0.00298995547008
1.964,0.56152,0.0014332,0.00301184097008
1.978,0.58105,0.0015347,0.00303261627008
1.992,0.61035,0.0016933,0.00305521227008
2.006,0.56152,0.0014332,0.00307709777008
2.02,0.58105,0.0015347,0.00309787307008
2.033,0.58594,0.0015606,0.00311799252008
2.048,0.61035,0.0016933,0.00314239677008
2.062,0.57617,0.001509,0.00316481287008
2.075,0.59082,0.0015867,0.00318493492008
2.089,0.58594,0.0015606,0.00320696602008
2.103,0.60547,0.0016663,0.00322955432008
2.117,0.5957,0.001613,0.00325250942008
2.131,0.60059,0.0016396,0.00327527762008
2.145,0.56152,0.0014332,0.00329678722008
2.159,0.59082,0.0015867,0.00331792652008
2.172,0.61523,0.0017205,0.00333942332008
2.187,0.5957,0.001613,0.00336442457008
2.201,0.5957,0.001613,0.00338700657008
2.214,0.58594,0.0015606,0.00340763497008
2.229,0.58105,0.0015347,0.00343084972008
2.242,0.58105,0.0015347,0.00345080082008
2.256,0.56641,0.0014583,0.00347175182008
2.271,0.56641,0.0014583,0.00349362632008
2.284,0.58594,0.0015606,0.00351324917008
2.298,0.59082,0.0015867,0.00353528027008
2.312,0.58594,0.0015606,0.00355731137008
2.326,0.56152,0.0014332,0.00357826797008
2.34,0.15625,0.00011097,0.00358907716008
2.353,0.56152,0.0014332,0.00359911426508
2.367,0.58594,0.0015606,0.00362007086508
2.38,0.57129,0.0014835,0.00363985751508
2.395,0.61035,0.0016933,0.00366368351508
2.409,0.5957,0.001613,0.00368682761508
2.422,0.61035,0.0016933,0.00370831856508
2.437,0.58594,0.0015606,0.00373272281508
2.45,0.58105,0.0015347,0.00375284226508
2.464,0.59082,0.0015867,0.00377469206508
2.478,0.59082,0.0015867,0.00379690586508
2.492,0.5957,0.001613,0.00381930376508
2.506,0.5957,0.001613,0.00384188576508
2.52,0.56641,0.0014583,0.00386338486508
2.534,0.58594,0.0015606,0.00388451716508
2.547,0.53711,0.0013113,0.00390318451508
2.562,0.58594,0.0015606,0.00392472376508
2.576,0.59082,0.0015867,0.00394675486508
2.589,0.5957,0.001613,0.00396755291508
2.604,0.58594,0.0015606,0.00399135491508
2.617,0.57617,0.001509,0.00401130731508
2.631,0.59082,0.0015867,0.00403297721508
2.646,0.55176,0.0013838,0.00405525596508
2.659,0.61523,0.0017205,0.00407543391508
2.673,0.61523,0.0017205,0.00409952091508
2.686,0.60059,0.0016396,0.00412136156508
2.701,0.56152,0.0014332,0.00414440756508
2.715,0.58105,0.0015347,0.00416518286508
