Time(ms),Voltage(V),Power(Watt) 
1289,0.54688,0.0013594
1303,0.5957,0.001613
1317,0.59082,0.0015867
1331,0.59082,0.0015867
1345,0.55664,0.0014084
1358,0.61523,0.0017205
1373,0.61035,0.0016933
1387,0.60059,0.0016396
1400,0.57129,0.0014835
1415,0.58105,0.0015347
1428,0.5957,0.001613
1442,0.55176,0.0013838
1457,0.57617,0.001509
1470,0.62012,0.0017479
1484,0.5957,0.001613
1498,0.58105,0.0015347
1512,0.55664,0.0014084
1526,0.45898,0.00095758
1539,0.58594,0.0015606
1553,0.5957,0.001613
1566,0.029297,3.9014e-06
1579,0.59082,0.0015867
1593,0.56152,0.0014332
1606,0,0
1618,0.60059,0.0016396
1632,0.60547,0.0016663
1646,0.60059,0.0016396
1659,0.55664,0.0014084
1674,0.58105,0.0015347
1688,0.58594,0.0015606
1701,0.57617,0.001509
1716,0.57617,0.001509
1729,0.56152,0.0014332
1743,0.5957,0.001613
1758,0.58105,0.0015347
1771,0.57129,0.0014835
1785,0.60059,0.0016396
1799,0.61035,0.0016933
1813,0.60547,0.0016663
1827,0,0
1839,0.5957,0.001613
1853,0.57129,0.0014835
1866,0.57617,0.001509
1881,0.5957,0.001613
1894,0.58594,0.0015606
1908,0.58594,0.0015606
1923,0.57617,0.001509
1936,0.61035,0.0016933
1950,0.61035,0.0016933
1964,0.56152,0.0014332
1978,0.58105,0.0015347
1992,0.61035,0.0016933
2006,0.56152,0.0014332
2020,0.58105,0.0015347
2033,0.58594,0.0015606
2048,0.61035,0.0016933
2062,0.57617,0.001509
2075,0.59082,0.0015867
2089,0.58594,0.0015606
2103,0.60547,0.0016663
2117,0.5957,0.001613
2131,0.60059,0.0016396
2145,0.56152,0.0014332
2159,0.59082,0.0015867
2172,0.61523,0.0017205
2187,0.5957,0.001613
2201,0.5957,0.001613
2214,0.58594,0.0015606
2229,0.58105,0.0015347
2242,0.58105,0.0015347
2256,0.56641,0.0014583
2271,0.56641,0.0014583
2284,0.58594,0.0015606
2298,0.59082,0.0015867
2312,0.58594,0.0015606
2326,0.56152,0.0014332
2340,0.15625,0.00011097
2353,0.56152,0.0014332
2367,0.58594,0.0015606
2380,0.57129,0.0014835
2395,0.61035,0.0016933
2409,0.5957,0.001613
2422,0.61035,0.0016933
2437,0.58594,0.0015606
2450,0.58105,0.0015347
2464,0.59082,0.0015867
2478,0.59082,0.0015867
2492,0.5957,0.001613
2506,0.5957,0.001613
2520,0.56641,0.0014583
2534,0.58594,0.0015606
2547,0.53711,0.0013113
2562,0.58594,0.0015606
2576,0.59082,0.0015867
2589,0.5957,0.001613
2604,0.58594,0.0015606
2617,0.57617,0.001509
2631,0.59082,0.0015867
2646,0.55176,0.0013838
2659,0.61523,0.0017205
2673,0.61523,0.0017205
2686,0.60059,0.0016396
2701,0.56152,0.0014332
2715,0.58105,0.0015347
2728,0.59082,0.0015867
2743,0.60547,0.0016663
2756,0.41504,0.00078299
2769,0.60059,0.0016396
2784,0.60059,0.0016396
2797,0.59082,0.0015867
2811,0.59082,0.0015867
2825,0.57129,0.0014835
2839,0.57617,0.001509
2853,0.57617,0.001509
2867,0.55176,0.0013838
2881,0.60059,0.0016396
2894,0.5957,0.001613
2909,0.57617,0.001509
2923,0.59082,0.0015867
2936,0.61523,0.0017205
2951,0.60059,0.0016396
2964,0.5957,0.001613
2978,0.55176,0.0013838
2992,0.60547,0.0016663
3006,0.60059,0.0016396
3020,0.58105,0.0015347
3034,0.56641,0.0014583
3048,0.60059,0.0016396
3061,0.58594,0.0015606
3076,0.58594,0.0015606
3090,0.57617,0.001509
3103,0.61523,0.0017205
3118,0.0048828,1.0837e-07
3129,0.59082,0.0015867
3143,0.57129,0.0014835
3158,0.58594,0.0015606
3171,0.58105,0.0015347
3185,0.60547,0.0016663
3198,0.59082,0.0015867
3213,0.57129,0.0014835
3227,0.55664,0.0014084
3240,0.57129,0.0014835
3255,0.4541,0.00093731
3267,0.58105,0.0015347
3281,0.54688,0.0013594
3296,0.60059,0.0016396
3309,0.5957,0.001613
3323,0.58594,0.0015606
3337,0.57617,0.001509
3351,0.57617,0.001509
3365,0.5957,0.001613
3379,0.59082,0.0015867
3393,0.56641,0.0014583
3406,0.58105,0.0015347
3421,0.097656,4.3349e-05
3433,0.61523,0.0017205
3447,0.55664,0.0014084
3462,0.60059,0.0016396
3475,0.61035,0.0016933
3489,0.5957,0.001613
3503,0.57617,0.001509
3517,0.60059,0.0016396
3531,0.5957,0.001613
3545,0.60547,0.0016663
3559,0.58594,0.0015606
3572,0.59082,0.0015867
3587,0.56152,0.0014332
3601,0.58105,0.0015347
3614,0.5957,0.001613
3629,0.56641,0.0014583
3642,0.59082,0.0015867
3656,0.58594,0.0015606
3671,0.57617,0.001509
3684,0.59082,0.0015867
3698,0.60059,0.0016396
3712,0.60059,0.0016396
3726,0.58594,0.0015606
3740,0.60547,0.0016663
3753,0.5957,0.001613
3768,0.5957,0.001613
3781,0.019531,1.734e-06
3793,0.54199,0.0013353
3808,0.60547,0.0016663
3821,0.59082,0.0015867
3835,0.56641,0.0014583
3849,0.56152,0.0014332
3863,0.60059,0.0016396
3877,0.57617,0.001509
3891,0.58594,0.0015606
3905,0.60547,0.0016663
3918,0.61035,0.0016933
3933,0.61523,0.0017205
3947,0.58594,0.0015606
3960,0.57617,0.001509
3975,0.61035,0.0016933
3988,0.56641,0.0014583
4002,0.60547,0.0016663
4016,0.58594,0.0015606
4030,0.60547,0.0016663
4044,0.56641,0.0014583
4058,0.56152,0.0014332
4072,0.59082,0.0015867
4085,0.59082,0.0015867
4100,0.59082,0.0015867
4114,0.56641,0.0014583
4127,0.56152,0.0014332
4142,0.56641,0.0014583
4155,0.61035,0.0016933
4169,0.59082,0.0015867
4184,0.57617,0.001509
4197,0.60059,0.0016396
4211,0.54688,0.0013594
4225,0.57617,0.001509
4239,0.58594,0.0015606
4253,0.10742,5.2452e-05
4265,0.58594,0.0015606
4280,0.57617,0.001509
4293,0.59082,0.0015867
4307,0.63477,0.0018315
4322,0.55664,0.0014084
4335,0.57617,0.001509
4349,0.59082,0.0015867
4363,0.5957,0.001613
4377,0.57129,0.0014835
4391,0.57617,0.001509
4405,0.59082,0.0015867
4419,0.60059,0.0016396
4432,0.4541,0.00093731
4446,0.56152,0.0014332
4460,0.57617,0.001509
4473,0.60547,0.0016663
4488,0.55176,0.0013838
4501,0.5957,0.001613
4515,0.58105,0.0015347
4529,0.60059,0.0016396
4543,0.55176,0.0013838
4557,0.58105,0.0015347
4571,0.59082,0.0015867
4585,0.60059,0.0016396
4598,0.59082,0.0015867
4613,0.014648,9.7535e-07
4625,0.58105,0.0015347
4638,0.62012,0.0017479
4653,0.56641,0.0014583
4666,0.56641,0.0014583
4680,0.61523,0.0017205
4695,0.60547,0.0016663
4708,0.58105,0.0015347
4722,0.56641,0.0014583
4736,0.58105,0.0015347
4750,0.58105,0.0015347
4764,0.57129,0.0014835
4777,0.57129,0.0014835
4792,0.57617,0.001509
4805,0.5957,0.001613
4819,0.57129,0.0014835
4834,0.55664,0.0014084
4847,0.61523,0.0017205
4861,0.61523,0.0017205
4875,0.62012,0.0017479
4889,0.57617,0.001509
4903,0.59082,0.0015867
4917,0.625,0.0017756
4931,0.56152,0.0014332
4944,0.60059,0.0016396
4959,0.59082,0.0015867
4973,0.625,0.0017756
4986,0.55664,0.0014084
5001,0.58594,0.0015606
5014,0.59082,0.0015867
5028,0.57617,0.001509
5043,0.58105,0.0015347
5056,0.58105,0.0015347
5070,0.58594,0.0015606
5084,0.61035,0.0016933
5098,0.57617,0.001509
5111,0,0
5124,0.56641,0.0014583
5138,0.59082,0.0015867
5151,0.60059,0.0016396
5166,0.0048828,1.0837e-07
5177,0.60059,0.0016396
5191,0.57129,0.0014835
5206,0.039063,6.9358e-06
5217,0.55176,0.0013838
5231,0.60547,0.0016663
5244,0.61523,0.0017205
5259,0.5957,0.001613
5272,0.55664,0.0014084
5286,0.55664,0.0014084
5301,0.58594,0.0015606
5314,0.55176,0.0013838
5328,0.5957,0.001613
5342,0.60547,0.0016663
5356,0.60547,0.0016663
5370,0.55664,0.0014084
5384,0.57617,0.001509
5398,0.59082,0.0015867
5411,0.61523,0.0017205
5426,0.57617,0.001509
5440,0.58105,0.0015347
5453,0.60547,0.0016663
5468,0.62012,0.0017479
5481,0.55664,0.0014084
5495,0.57129,0.0014835
5510,0.58105,0.0015347
5523,0.62012,0.0017479
5537,0.57617,0.001509
5551,0.58594,0.0015606
5565,0.57617,0.001509
5579,0.58105,0.0015347
5593,0.60059,0.0016396
5607,0.60547,0.0016663
5620,0.58594,0.0015606
5635,0.58105,0.0015347
5649,0.5957,0.001613
5662,0.58105,0.0015347
5677,0.57129,0.0014835
5690,0.58594,0.0015606
5704,0.5957,0.001613
5719,0.57617,0.001509
5732,0.58105,0.0015347
5746,0.58594,0.0015606
5760,0.60059,0.0016396
5774,0.61035,0.0016933
5788,0.5957,0.001613
5801,0.59082,0.0015867
5816,0.60059,0.0016396
5829,0.56641,0.0014583
5843,0.53711,0.0013113
5858,0.5957,0.001613
5871,0.61523,0.0017205
5885,0.60059,0.0016396
5899,0.55176,0.0013838
5913,0.58105,0.0015347
5927,0.61523,0.0017205
5941,0.61035,0.0016933
5955,0.52246,0.0012408
5968,0.56152,0.0014332
5983,0.61523,0.0017205
5996,0.60059,0.0016396
6010,0.53711,0.0013113
6025,0.56152,0.0014332
6038,0.59082,0.0015867
6052,0.60547,0.0016663
6066,0.56152,0.0014332
6080,0.0097656,4.3349e-07
6092,0.59082,0.0015867
6106,0.59082,0.0015867
6120,0.59082,0.0015867
6133,0.61035,0.0016933
6148,0.57617,0.001509
6162,0.58594,0.0015606
6175,0.60059,0.0016396
6190,0.60059,0.0016396
6203,0.5957,0.001613
6217,0.59082,0.0015867
6232,0.57129,0.0014835
6245,0.60547,0.0016663
6259,0.60547,0.0016663
6273,0.5957,0.001613
6287,0.60059,0.0016396
6301,0.60547,0.0016663
6315,0.60547,0.0016663
6329,0.55664,0.0014084
6342,0.56641,0.0014583
6356,0.5957,0.001613
6371,0.5957,0.001613
6384,0.59082,0.0015867
6398,0.56152,0.0014332
6412,0.57129,0.0014835
6426,0.58105,0.0015347
6440,0.59082,0.0015867
6454,0.57129,0.0014835
6468,0.03418,5.3102e-06
6479,0.60059,0.0016396
6494,0.58594,0.0015606
6507,0.59082,0.0015867
6521,0.59082,0.0015867
6536,0.5957,0.001613
6549,0.5957,0.001613
6563,0.60059,0.0016396
6577,0.60059,0.0016396
6591,0.56641,0.0014583
6605,0.59082,0.0015867
6619,0.61523,0.0017205
6633,0.59082,0.0015867
6646,0.56152,0.0014332
6661,0.56641,0.0014583
6675,0.61523,0.0017205
6688,0.57617,0.001509
6703,0.57129,0.0014835
6716,0.58594,0.0015606
6730,0.5957,0.001613
6745,0.56152,0.0014332
6758,0.5957,0.001613
6772,0.57617,0.001509
6786,0.58105,0.0015347
6800,0.62012,0.0017479
6814,0.61523,0.0017205
6828,0.58594,0.0015606
6842,0.5957,0.001613
6855,0.58594,0.0015606
6870,0.59082,0.0015867
6884,0.58594,0.0015606
6897,0.61035,0.0016933
6912,0.57129,0.0014835
6925,0.57617,0.001509
6939,0.57617,0.001509
6953,0.57617,0.001509
6967,0.62012,0.0017479
6981,0.60547,0.0016663
6994,0.59082,0.0015867
7009,0.57129,0.0014835
7022,0.58594,0.0015606
7036,0,0
7049,0.61035,0.0016933
7062,0.56641,0.0014583
7076,0.58105,0.0015347
7090,0.60547,0.0016663
7104,0.58594,0.0015606
7118,0.60059,0.0016396
7132,0.58105,0.0015347
7146,0.56152,0.0014332
7159,0.53711,0.0013113
7174,0.60547,0.0016663
7188,0.55176,0.0013838
7201,0.60059,0.0016396
7216,0.38574,0.00067635
7228,0.60059,0.0016396
7242,0.60547,0.0016663
7257,0.57617,0.001509
7270,0.58594,0.0015606
7284,0.58594,0.0015606
7298,0.54688,0.0013594
7312,0.62012,0.0017479
7325,0.60059,0.0016396
7340,0.59082,0.0015867
7354,0.55176,0.0013838
7367,0.60547,0.0016663
7382,0.58594,0.0015606
7395,0.59082,0.0015867
7409,0.58594,0.0015606
7424,0.60059,0.0016396
7437,0.60059,0.0016396
7451,0.57617,0.001509
7464,0.57617,0.001509
7479,0.61035,0.0016933
7493,0.61035,0.0016933
7506,0.60059,0.0016396
7521,0.57617,0.001509
7534,0.58105,0.0015347
7548,0.60547,0.0016663
7563,0.56152,0.0014332
7576,0.5957,0.001613
7590,0.61523,0.0017205
7604,0.61035,0.0016933
7618,0.56641,0.0014583
7632,0.58105,0.0015347
7646,0.57617,0.001509
7660,0.60547,0.0016663
7673,0.58105,0.0015347
7688,0.57617,0.001509
7702,0.1709,0.00013276
7714,0.59082,0.0015867
7729,0.5957,0.001613
7742,0.57129,0.0014835
7756,0.56641,0.0014583
7771,0.56641,0.0014583
7784,0.58105,0.0015347
7798,0.59082,0.0015867
7812,0.56641,0.0014583
7826,0.60547,0.0016663
7840,0.5957,0.001613
7854,0.55664,0.0014084
7868,0.56641,0.0014583
7881,0.59082,0.0015867
7896,0.55176,0.0013838
7910,0.57129,0.0014835
7923,0.58594,0.0015606
7938,0.57617,0.001509
7951,0.59082,0.0015867
7965,0.5957,0.001613
7980,0.60059,0.0016396
7993,0.5957,0.001613
8007,0.60059,0.0016396
8020,0.60059,0.0016396
8035,0.58105,0.0015347
8048,0.5957,0.001613
8062,0.57617,0.001509
8077,0.61035,0.0016933
8090,0.60547,0.0016663
8104,0.58105,0.0015347
8118,0.58105,0.0015347
8132,0.60547,0.0016663
8146,0.35156,0.0005618
8159,0.60059,0.0016396
8173,0.58105,0.0015347
8186,0.57129,0.0014835
8201,0.58105,0.0015347
8215,0.56641,0.0014583
8228,0.59082,0.0015867
8243,0.5957,0.001613
8256,0.60547,0.0016663
8270,0.54199,0.0013353
8285,0.57129,0.0014835
8298,0.5957,0.001613
8312,0.58105,0.0015347
8326,0.54688,0.0013594
8340,0.58105,0.0015347
8354,0.60059,0.0016396
8368,0.59082,0.0015867
8382,0.56641,0.0014583
8395,0.57129,0.0014835
8410,0.57129,0.0014835
8424,0.59082,0.0015867
8437,0.56152,0.0014332
8452,0.54688,0.0013594
8465,0.5957,0.001613
8479,0.5957,0.001613
8494,0.5957,0.001613
8507,0.57617,0.001509
8521,0.58105,0.0015347
8535,0.60059,0.0016396
8549,0.60059,0.0016396
8563,0.5957,0.001613
8577,0.60547,0.0016663
8591,0.58105,0.0015347
8604,0.56152,0.0014332
8619,0.57617,0.001509
8633,0.5957,0.001613
8646,0.57617,0.001509
8660,0.58594,0.0015606
8674,0.58105,0.0015347
8688,0.58594,0.0015606
8701,0.57129,0.0014835
8716,0.58594,0.0015606
8730,0.17578,0.00014045
8742,0.58105,0.0015347
8757,0.58594,0.0015606
8770,0.5957,0.001613
8784,0.57129,0.0014835
8799,0.60547,0.0016663
8812,0.58105,0.0015347
8826,0.55176,0.0013838
8840,0.59082,0.0015867
8854,0.58594,0.0015606
8868,0.54688,0.0013594
8882,0.57129,0.0014835
8896,0.57617,0.001509
8909,0.5957,0.001613
8924,0.56152,0.0014332
8938,0.58105,0.0015347
8951,0.56641,0.0014583
8966,0.625,0.0017756
8979,0.5957,0.001613
8993,0.58594,0.0015606
9008,0.5957,0.001613
9021,0.0097656,4.3349e-07
9033,0.59082,0.0015867
9047,0.57129,0.0014835
9061,0.60059,0.0016396
9075,0.5957,0.001613
9089,0.58594,0.0015606
9103,0.58594,0.0015606
9116,0.60547,0.0016663
9131,0.61523,0.0017205
9145,0.60547,0.0016663
9158,0.55176,0.0013838
9172,0.57129,0.0014835
9186,0.5957,0.001613
9200,0.54688,0.0013594
9213,0.60059,0.0016396
9228,0.61035,0.0016933
9242,0.58594,0.0015606
9255,0.57617,0.001509
9270,0.57129,0.0014835
9283,0.57617,0.001509
9297,0.57129,0.0014835
9312,0.57129,0.0014835
9325,0.57129,0.0014835
9339,0.59082,0.0015867
9353,0.58594,0.0015606
9367,0.56641,0.0014583
9381,0.56641,0.0014583
9395,0.5957,0.001613
9409,0.61523,0.0017205
9422,0.5957,0.001613
9437,0.56641,0.0014583
9451,0.57129,0.0014835
9464,0.5957,0.001613
9479,0.61523,0.0017205
9492,0.60547,0.0016663
9506,0.60547,0.0016663
9521,0.57129,0.0014835
9534,0.5957,0.001613
9548,0.59082,0.0015867
9562,0.56152,0.0014332
9576,0.55176,0.0013838
9590,0.5957,0.001613
9604,0.5957,0.001613
9618,0.56641,0.0014583
9631,0.029297,3.9014e-06
9644,0.57617,0.001509
9658,0.59082,0.0015867
9671,0.58105,0.0015347
9686,0.62988,0.0018034
9699,0.56641,0.0014583
9713,0.58105,0.0015347
9728,0.5957,0.001613
9741,0.60059,0.0016396
9755,0.56152,0.0014332
9768,0.56152,0.0014332
9783,0.5957,0.001613
9797,0,0
9808,0.60059,0.0016396
9823,0.62012,0.0017479
9836,0.5957,0.001613
9850,0.57129,0.0014835
9864,0.58105,0.0015347
9878,0.5957,0.001613
9892,0.61523,0.0017205
9906,0.60059,0.0016396
9920,0.60059,0.0016396
9933,0.57617,0.001509
9948,0,0
9959,0.59082,0.0015867
9973,0.5957,0.001613
9988,0.56641,0.0014583
10001,0.57129,0.0014835
10016,0.5957,0.001613
10032,0.58594,0.0015606
10046,0.59082,0.0015867
10061,0.58105,0.0015347
10076,0.59082,0.0015867
10091,0.5957,0.001613
10106,0.58594,0.0015606
10121,0.58105,0.0015347
10136,0.60547,0.0016663
10151,0.61523,0.0017205
10166,0.5957,0.001613
10181,0.5957,0.001613
10196,0.54688,0.0013594
10211,0.5957,0.001613
10226,0.57617,0.001509
10241,0.60059,0.0016396
10256,0.58105,0.0015347
10271,0.54688,0.0013594
10286,0.58105,0.0015347
10301,0.56152,0.0014332
10316,0.5957,0.001613
10331,0.60059,0.0016396
10346,0.5957,0.001613
10361,0.61035,0.0016933
10376,0.61035,0.0016933
10391,0.12695,7.326e-05
10404,0.58594,0.0015606
10420,0.5957,0.001613
10435,0.60547,0.0016663
10449,0.039063,6.9358e-06
10463,0.60547,0.0016663
10478,0.60059,0.0016396
10492,0.5957,0.001613
10508,0.62012,0.0017479
10522,0.5957,0.001613
10537,0.57617,0.001509
10553,0.5957,0.001613
10567,0.44434,0.00089743
10582,0.46875,0.00099876
10596,0.56641,0.0014583
10610,0.60059,0.0016396
10626,0.54199,0.0013353
10641,0.60059,0.0016396
10655,0.57617,0.001509
10671,0.60059,0.0016396
10685,0,0
10698,0.59082,0.0015867
10714,0.58105,0.0015347
10728,0.56641,0.0014583
10743,0.57129,0.0014835
10759,0.53711,0.0013113
10773,0.57617,0.001509
10788,0.56641,0.0014583
10803,0.60059,0.0016396
10818,0.58105,0.0015347
10833,0.5957,0.001613
10848,0.55176,0.0013838
10863,0.61035,0.0016933
10878,0.59082,0.0015867
10893,0.60059,0.0016396
10908,0.57617,0.001509
10924,0.56641,0.0014583
10938,0.57129,0.0014835
10953,0.59082,0.0015867
10968,0.57617,0.001509
10983,0.58594,0.0015606
10998,0.62012,0.0017479
11013,0.0097656,4.3349e-07
11026,0.57617,0.001509
11041,0.58594,0.0015606
11056,0.59082,0.0015867
11071,0.58105,0.0015347
11085,0.61523,0.0017205
11101,0.56641,0.0014583
11116,0,0
11128,0.5957,0.001613
11144,0.61035,0.0016933
11159,0.5957,0.001613
11173,0.58105,0.0015347
11189,0.60547,0.0016663
11203,0,0
11216,0.58105,0.0015347
11232,0.58105,0.0015347
11246,0.55664,0.0014084
11261,0.1709,0.00013276
11276,0.61035,0.0016933
11290,0.24902,0.00028188
11304,0.60547,0.0016663
11319,0.60547,0.0016663
11334,0.58594,0.0015606
11350,0.60059,0.0016396
11364,0.59082,0.0015867
11379,0.58105,0.0015347
11395,0.56641,0.0014583
11409,0.60547,0.0016663
11424,0,0
11437,0.58105,0.0015347
11452,0.56152,0.0014332
11467,0.55664,0.0014084
11482,0.58594,0.0015606
11497,0.57617,0.001509
11512,0.5957,0.001613
11527,0.57129,0.0014835
11542,0.60059,0.0016396
11557,0.57617,0.001509
11572,0.60059,0.0016396
11587,0.5957,0.001613
11601,0.61523,0.0017205
11617,0.56641,0.0014583
11632,0.58105,0.0015347
11646,0.55664,0.0014084
11662,0.60059,0.0016396
11677,0.55176,0.0013838
11692,0.5957,0.001613
11707,0.57617,0.001509
11722,0.58594,0.0015606
11737,0.59082,0.0015867
11752,0.49805,0.0011275
11766,0.58594,0.0015606
11782,0.61035,0.0016933
11797,0.58594,0.0015606
11811,0.5957,0.001613
11827,0.60059,0.0016396
11842,0.5957,0.001613
11856,0.58594,0.0015606
11872,0.59082,0.0015867
11886,0.58594,0.0015606
11901,0.58594,0.0015606
11917,0.60059,0.0016396
11931,0.53223,0.0012876
11947,0.58105,0.0015347
11962,0.5957,0.001613
11976,0.60547,0.0016663
11992,0.62012,0.0017479
12007,0.58105,0.0015347
12021,0.5957,0.001613
12037,0.59082,0.0015867
12051,0.59082,0.0015867
12066,0.55176,0.0013838
12082,0.59082,0.0015867
12096,0.57129,0.0014835
12111,0.59082,0.0015867
12127,0.5957,0.001613
12141,0.60547,0.0016663
12156,0.57617,0.001509
12172,0.58594,0.0015606
12186,0.59082,0.0015867
12201,0.60059,0.0016396
12216,0.60547,0.0016663
12231,0.61035,0.0016933
12247,0.62012,0.0017479
12261,0.61523,0.0017205
12276,0.58105,0.0015347
12292,0.58594,0.0015606
12306,0.57129,0.0014835
12321,0,0
12334,0.61035,0.0016933
12349,0.58105,0.0015347
12364,0.61523,0.0017205
12379,0.5957,0.001613
12394,0.55176,0.0013838
12409,0,0
12422,0.59082,0.0015867
12437,0.59082,0.0015867
12451,0.58594,0.0015606
12467,0.57617,0.001509
12482,0.5957,0.001613
12496,0.58594,0.0015606
12512,0.13672,8.4964e-05
12526,0.60059,0.0016396
12540,0.57617,0.001509
12556,0.60059,0.0016396
12571,0.57129,0.0014835
12585,0.56152,0.0014332
12601,0.57617,0.001509
12615,0.58105,0.0015347
12631,0.58594,0.0015606
12646,0.60059,0.0016396
12660,0.58594,0.0015606
12676,0.61523,0.0017205
12691,0.5957,0.001613
12705,0.60547,0.0016663
12721,0.60059,0.0016396
12736,0.58594,0.0015606
12750,0.56641,0.0014583
12766,0.60059,0.0016396
12780,0.58594,0.0015606
12795,0.56152,0.0014332
12811,0.58105,0.0015347
12825,0.58105,0.0015347
12840,0.60547,0.0016663
12856,0.60547,0.0016663
12870,0.61523,0.0017205
12886,0.5957,0.001613
12901,0.60059,0.0016396
12915,0.53711,0.0013113
12931,0.5957,0.001613
12945,0.55664,0.0014084
12960,0.57617,0.001509
12976,0.56152,0.0014332
12990,0.58594,0.0015606
13005,0.58105,0.0015347
13021,0.60059,0.0016396
13035,0.56152,0.0014332
13050,0.60059,0.0016396
13066,0.61035,0.0016933
13080,0.60547,0.0016663
13095,0.5957,0.001613
13110,0.61523,0.0017205
13125,0.57617,0.001509
13140,0.58105,0.0015347
13155,0.53711,0.0013113
13170,0.58594,0.0015606
13186,0.55664,0.0014084
13200,0.59082,0.0015867
13215,0.57617,0.001509
13231,0.59082,0.0015867
13245,0.58105,0.0015347
13260,0.60547,0.0016663
13275,0.5957,0.001613
13290,0.5957,0.001613
13305,0.57617,0.001509
13320,0.58594,0.0015606
13335,0.5957,0.001613
13350,0.55176,0.0013838
13365,0.60059,0.0016396
13380,0.58594,0.0015606
13395,0.5957,0.001613
13410,0.54688,0.0013594
13425,0.60059,0.0016396
13440,0.56641,0.0014583
13455,0.5957,0.001613
13470,0.59082,0.0015867
13485,0.57617,0.001509
13500,0.58105,0.0015347
13515,0.57617,0.001509
13530,0.62988,0.0018034
13545,0.58594,0.0015606
13559,0.56641,0.0014583
13575,0.56641,0.0014583
13590,0.59082,0.0015867
13604,0.55664,0.0014084
13620,0.5957,0.001613
13635,0.58594,0.0015606
13649,0.57617,0.001509
13665,0.5957,0.001613
13680,0.60547,0.0016663
13694,0.60059,0.0016396
13710,0.60059,0.0016396
13724,0.5957,0.001613
13740,0.5957,0.001613
13755,0.60547,0.0016663
13769,0.58105,0.0015347
13785,0.57129,0.0014835
13800,0.5957,0.001613
13814,0.5957,0.001613
13830,0.61523,0.0017205
13845,0.57617,0.001509
13859,0.62012,0.0017479
13875,0.0048828,1.0837e-07
13887,0,0
13900,0.60547,0.0016663
13916,0.57129,0.0014835
13930,0.5957,0.001613
13945,0.56152,0.0014332
13961,0.57617,0.001509
13975,0.57129,0.0014835
13990,0.019531,1.734e-06
14003,0.5957,0.001613
14018,0.57129,0.0014835
