Time.s,Voltage.V,Power.Watt,Energy.J
0.009,0.24414,0.00027093,0.000001219185
0.019,0.24414,0.00027093,0.000003928485
0.039,0.25391,0.00029304,0.000009568185
0.05,0.23926,0.0002602,0.000012611005
0.061,0.24902,0.00028188,0.000015592445
0.071,0.24902,0.00028188,0.000018411245
0.082,0.25391,0.00029304,0.000021573305
0.093,0.24414,0.00027093,0.00002467514
0.104,0.24902,0.00028188,0.000027715595
0.115,0.24902,0.00028188,0.000030816275
0.128,0.26855,0.00032783,0.00003477939
0.139,0.23438,0.00024969,0.00003795575
0.151,0.25879,0.00030442,0.00004128041
0.162,0.26855,0.00032783,0.000044757785
0.185,0.25879,0.00030442,0.00005202866
0.197,0.23926,0.0002602,0.00005541638
0.208,0.25879,0.00030442,0.00005852179
0.221,0.25879,0.00030442,0.00006247925
0.232,0.25391,0.00029304,0.00006576528
0.244,0.25391,0.00029304,0.00006928176
0.256,0.23926,0.0002602,0.0000726012
0.268,0.25879,0.00030442,0.00007598892
0.28,0.24902,0.00028188,0.00007950672
0.291,0.25391,0.00029304,0.00008266878
0.304,0.25879,0.00030442,0.00008655227
0.315,0.23438,0.00024969,0.000089599875
0.327,0.22461,0.00022932,0.000092473935
0.338,0.25391,0.00029304,0.000095346915
0.351,0.24902,0.00028188,0.000099083895
0.362,0.25391,0.00029304,0.000102245955
0.374,0.24414,0.00027093,0.000105629775
0.386,0.26367,0.00031601,0.000109151415
0.398,0.25879,0.00030442,0.000112873995
0.409,0.23926,0.0002602,0.000115979405
0.421,0.0048828,0.00000010837,0.00011754125522
0.443,0.24902,0.00028188,0.00012064312729
0.455,0.24902,0.00028188,0.00012402568729
0.466,0.26367,0.00031601,0.00012731408229
0.479,0.25391,0.00029304,0.00013127290729
0.49,0.25879,0.00030442,0.00013455893729
0.502,0.25879,0.00030442,0.00013821197729
0.514,0.23926,0.0002602,0.00014159969729
0.526,0.26367,0.00031601,0.00014505695729
0.537,0.25391,0.00029304,0.00014840673229
0.549,0.24902,0.00028188,0.00015185625229
0.561,0.24902,0.00028188,0.00015523881229
0.573,0.24902,0.00028188,0.00015862137229
0.584,0.25879,0.00030442,0.00016184602229
0.596,0.24414,0.00027093,0.00016529812229
0.608,0.073242,0.000024384,0.00016707000629
0.62,0.25391,0.00029304,0.00016897455029
0.632,0.24414,0.00027093,0.00017235837029
0.644,0.23438,0.00024969,0.00017548209029
0.656,0.25879,0.00030442,0.00017880675029
0.667,0.25879,0.00030442,0.00018215537029
0.679,0.24414,0.00027093,0.00018560747029
0.691,0.23438,0.00024969,0.00018873119029
0.703,0.23926,0.0002602,0.00019179053029
0.714,0.25391,0.00029304,0.00019483335029
0.727,0.24902,0.00028188,0.00019857033029
0.738,0.25391,0.00029304,0.00020173239029
0.75,0.23926,0.0002602,0.00020505183029
0.761,0.23926,0.0002602,0.00020791403029
0.774,0.26367,0.00031601,0.00021165939529
0.786,0.24902,0.00028188,0.00021524673529
0.797,0.23438,0.00024969,0.00021817037029
0.809,0.22949,0.00023939,0.00022110485029
0.821,0.22949,0.00023939,0.00022397753029
0.833,0.25391,0.00029304,0.00022717211029
0.844,0.23926,0.0002602,0.00023021493029
0.857,0.23926,0.0002602,0.00023359753029
0.868,0.24414,0.00027093,0.00023651874529
0.88,0.22949,0.00023939,0.00023958066529
0.891,0.0097656,0.00000043349,0.000240899694485
0.903,0.24414,0.00027093,0.000242527875425
0.914,0.24414,0.00027093,0.000245508105425
0.926,0.22461,0.00022932,0.000248509605425
0.939,0.24902,0.00028188,0.000251832405425
0.95,0.25391,0.00029304,0.000254994465425
0.962,0.23926,0.0002602,0.000258313905425
0.973,0.22949,0.00023939,0.000261061650425
0.986,0.23926,0.0002602,0.000264308985425
0.997,0.25879,0.00030442,0.000267414395425
1.009,0.23926,0.0002602,0.000270802115425
1.034,0.24414,0.00027093,0.000277441240425
1.046,0.22949,0.00023939,0.000280503160425
1.059,0.24902,0.00028188,0.000283891415425
1.073,0.25879,0.00030442,0.000287995515425
1.085,0.23438,0.00024969,0.000291320175425
1.098,0.23438,0.00024969,0.000294566145425
1.111,0.24902,0.00028188,0.000298021350425
1.124,0.22461,0.00022932,0.000301344150425
1.136,0.25879,0.00030442,0.000304546590425
1.149,0.23926,0.0002602,0.000308216620425
1.163,0.24414,0.00027093,0.000311934530425
1.175,0.25391,0.00029304,0.000315318350425
1.188,0.23438,0.00024969,0.000318846095425
1.201,0.22949,0.00023939,0.000322025115425
1.214,0.25391,0.00029304,0.000325485910425
1.227,0.23926,0.0002602,0.000329081970425
1.24,0.23926,0.0002602,0.000332464570425
1.253,0.25879,0.00030442,0.000336134600425
1.265,0.25391,0.00029304,0.000339719360425
1.278,0.24902,0.00028188,0.000343456340425
1.291,0.24414,0.00027093,0.000347049605425
1.304,0.24902,0.00028188,0.000350642870425
1.317,0.25879,0.00030442,0.000354453820425
1.33,0.23926,0.0002602,0.000358123850425
1.343,0.25879,0.00030442,0.000361793880425
1.355,0.25391,0.00029304,0.000365378640425
1.369,0.24414,0.00027093,0.000369326430425
1.381,0.24902,0.00028188,0.000372643290425
1.394,0.24414,0.00027093,0.000376236555425
1.408,0.25391,0.00029304,0.000380184345425
1.42,0.24902,0.00028188,0.000383633865425
1.433,0.0097656,0.00000043349,0.00038546890311
1.444,0.24902,0.00028188,0.000387021627305
1.458,0.25879,0.00030442,0.000391125727305
1.47,0.24414,0.00027093,0.000394577827305
1.483,0.24414,0.00027093,0.000398099917305
1.497,0.25391,0.00029304,0.000402047707305
1.509,0.24902,0.00028188,0.000405497227305
1.522,0.25879,0.00030442,0.000409308177305
1.534,0.24414,0.00027093,0.000412760277305
1.548,0.25391,0.00029304,0.000416708067305
1.56,0.24414,0.00027093,0.000420091887305
1.573,0.22949,0.00023939,0.000423408967305
1.587,0.24414,0.00027093,0.000426981207305
1.599,0.24414,0.00027093,0.000430232367305
1.612,0.22949,0.00023939,0.000433549447305
1.625,0.25879,0.00030442,0.000437084212305
1.638,0.24902,0.00028188,0.000440895162305
1.651,0.23438,0.00024969,0.000444350367305
1.664,0.24902,0.00028188,0.000447805572305
1.677,0.24414,0.00027093,0.000451398837305
1.689,0.24902,0.00028188,0.000454715697305
1.702,0.25391,0.00029304,0.000458452677305
1.715,0.24414,0.00027093,0.000462118482305
1.728,0.25391,0.00029304,0.000465784287305
1.741,0.25391,0.00029304,0.000469593807305
1.754,0.25879,0.00030442,0.000473477297305
1.767,0.25391,0.00029304,0.000477360787305
1.779,0.24902,0.00028188,0.000480810307305
1.793,0.25879,0.00030442,0.000484914407305
1.805,0.25391,0.00029304,0.000488499167305
1.818,0.25391,0.00029304,0.000492308687305
1.831,0.25879,0.00030442,0.000496192177305
1.844,0.24902,0.00028188,0.000500003127305
1.857,0.23926,0.0002602,0.000503526647305
1.869,0.24902,0.00028188,0.000506779127305
1.883,0.23438,0.00024969,0.000510500117305
1.896,0.23438,0.00024969,0.000513746087305
1.908,0.25391,0.00029304,0.000517002467305
1.922,0.24902,0.00028188,0.000521026907305
1.934,0.23438,0.00024969,0.000524216327305
1.947,0.23438,0.00024969,0.000527462297305
1.959,0.25879,0.00030442,0.000530786957305
1.973,0.24414,0.00027093,0.000534814407305
1.986,0.24902,0.00028188,0.000538407672305
1.998,0.25391,0.00029304,0.000541857192305
2.012,0.22949,0.00023939,0.000545584202305
2.024,0.25391,0.00029304,0.000548778782305
2.037,0.24902,0.00028188,0.000552515762305
2.05,0.24414,0.00027093,0.000556109027305
2.063,0.23438,0.00024969,0.000559493057305
2.076,0.25391,0.00029304,0.000563020802305
2.101,0.24902,0.00028188,0.000570207302305
2.113,0.25391,0.00029304,0.000573656822305
2.126,0.23438,0.00024969,0.000577184567305
2.139,0.26367,0.00031601,0.000580861617305
2.152,0.25391,0.00029304,0.000584820442305
2.165,0.24414,0.00027093,0.000588486247305
2.178,0.22949,0.00023939,0.000591803327305
2.191,0.25391,0.00029304,0.000595264122305
2.203,0.24902,0.00028188,0.000598713642305
