Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"0","305700","3288","4.5","0x3E0402480000830"
"901000","305700","3275","5.7",""
"1750000","305700","3279","6.4",""
"2635000","305700","3274","7.6",""
"3478000","305700","3277","8.3",""
"4572000","305700","3275","9.5",""
"5474000","305700","3276","10.2",""
"6318000","305700","3275","11.4",""
"7161000","305700","3276","12.1",""
"8006000","305700","3274","12.9",""
"9099000","305700","3275","14.0",""
"10000000","305700","3274","15.2",""
"10844000","305700","3275","16.0",""
"11693000","305700","3274","16.7",""
"12536000","305700","3275","17.9",""
"13630000","305700","3274","19.0",""
"14532000","305700","3275","19.8",""
"15376000","305700","3274","20.5",""
"16219000","305700","3275","21.7",""
"17063000","305700","3274","22.4",""
"18156000","305700","3275","23.6",""
"19058000","305700","3274","24.3",""
"19901000","305700","3275","25.5",""
"20745000","305700","3274","26.2",""
"21594000","305700","3275","27.0",""
"22687000","305700","3274","28.1",""
"23588000","305700","3274","29.3",""
"24432000","305700","3274","30.1",""
"25277000","305700","3275","30.8",""
"26120000","305700","3274","32.0",""
"27213000","305700","3275","33.1",""
"28115000","305700","3274","33.9",""
"28959000","305700","3275","34.6",""
"29802000","305700","3275","35.8",""
"30646000","305700","3275","36.5",""
"31745000","305700","3275","37.7",""
"32647000","305700","3275","38.8",""
"33491000","305700","3275","39.6",""
"34335000","305700","3275","40.4",""
"35179000","305700","3275","41.5",""
"36271000","305700","3275","42.3",""
"37172000","305700","3275","43.4",""
"38015000","305700","3275","44.2",""
"38858000","305700","3275","45.3",""
"39702000","305700","3275","46.1",""
"40795000","305700","3275","47.2",""
"41702000","305700","3275","48.0",""
"42546000","305700","3275","49.1",""
"43390000","305700","3275","49.9",""
"44234000","305700","3275","50.6",""
"45332000","305700","3275","51.8",""
"46233000","317400","3275","52.9",""
"47076000","317400","3275","53.7",""
"47920000","317400","3275","54.5",""
"48763000","317400","3275","55.6",""
"49857000","317400","3275","56.8",""
"50758000","317400","3275","57.5",""
"51608000","317400","3275","58.3",""
"52450000","317400","3275","59.4",""
"53295000","317400","3275","60.2",""
"54387000","317400","3275","61.3",""
"55288000","317400","3275","62.1",""
"56132000","317400","3275","63.2",""
"56975000","317400","3275","64.0",""
"57819000","317400","3275","64.7",""
"58912000","317400","3275","65.9",""
"59813000","317400","3275","67.0",""
"60657000","317400","3275","67.8",""
"61506000","317400","3275","68.6",""
"62350000","317400","3275","69.7",""
"63443000","317400","3275","70.9",""
"64344000","317400","3275","71.6",""
"65188000","317400","3275","72.4",""
"66033000","317400","3275","73.5",""
"66877000","317400","3275","74.3",""
"67970000","317400","3275","75.4",""
"68872000","317400","3275","76.6",""
"69716000","317400","3275","77.3",""
"70559000","317400","3275","78.1",""
"71409000","317400","3275","79.2",""
"72502000","317400","3275","80.0",""
"73403000","317400","3275","81.1",""
"74246000","317400","3275","81.9",""
"75090000","317400","3275","83.1",""
"75933000","317400","3275","83.8",""
"77027000","317400","3275","85.0",""
"77928000","317400","3275","85.7",""
"78771000","317400","3275","86.9",""
"79615000","317400","3275","87.6",""
"80459000","317400","3274","88.4",""
"81558000","317400","3274","89.5",""
"82459000","317400","3275","90.7",""
"83303000","317400","3275","91.4",""
"84146000","317400","3274","92.2",""
"84989000","317400","3274","93.3",""
"86082000","317400","3274","94.5",""
"86989000","317400","3275","95.2",""
"87833000","317400","3274","96.0",""
"88676000","317400","3274","97.2",""
"89520000","317400","3274","97.9",""
"90614000","317400","3275","99.1",""
"91520000","317400","3274","99.8",""
"92363000","315500","3274","101.0",""
"93207000","315500","3275","101.7",""
"94051000","315500","3274","102.5",""
"95144000","315500","3274","103.6",""
"96045000","315500","3274","104.8",""
"96889000","315500","3274","105.5",""
"97733000","315500","3274","106.3",""
"98577000","315500","3274","107.4",""
"99670000","315500","3274","108.6",""
"100572000","315500","3275","109.3",""
"101421000","315500","3274","110.1",""
"102265000","315500","3274","111.3",""
"103108000","315500","3275","112.0",""
"104201000","315500","3275","113.2",""
"105103000","315500","3275","113.9",""
"105947000","315500","3275","115.1",""
"106790000","315500","3275","115.8",""
"107634000","315500","3275","116.6",""
"108726000","315500","3274","117.7",""
"109628000","315500","3274","118.9",""
"110471000","315500","3274","119.6",""
"111321000","315500","3274","120.4",""
"112164000","315500","3274","121.5",""
"113258000","315500","3275","122.7",""
"114159000","315500","3274","123.4",""
"115003000","315500","3274","124.6",""
"115848000","315500","3274","125.4",""
"116691000","315500","3274","126.1",""
"117784000","315500","3274","127.3",""
"118685000","315500","3274","128.4",""
"119529000","315500","3275","129.2",""
"120373000","315500","3274","129.9",""
"121217000","315500","3274","131.1",""
"122316000","315500","3275","132.2",""
"123218000","315500","3275","133.0",""
"124062000","315500","3275","133.7",""
"124906000","315500","3275","134.9",""
"125750000","315500","3275","135.6",""
"126843000","315500","3275","136.8",""
"127745000","315500","3275","137.5",""
"128593000","315500","3275","138.7",""
"129435000","315500","3275","139.5",""
"130280000","315500","3275","140.2",""
"131378000","315500","3274","141.4",""
"132280000","315500","3275","142.5",""
"133124000","315500","3275","143.3",""
"133969000","315500","3274","144.0",""
"134812000","315500","3275","145.2",""
"135905000","315500","3275","146.3",""
"136807000","315500","3275","147.1",""
"137651000","315500","3275","147.8",""
"138495000","315500","3275","149.0",""
"139337000","315500","3275","149.7",""
"140432000","315500","3275","150.9",""
"141338000","315500","3275","151.6",""
"142182000","315500","3275","152.8",""
"143026000","315500","3275","153.6",""
"143869000","315500","3275","154.3",""
"144963000","315500","3274","155.5",""
"145865000","315500","3274","156.6",""
"146708000","315500","3275","157.4",""
"147551000","315500","3274","158.1",""
"148395000","315500","3274","159.3",""
"149489000","315500","3275","160.4",""
"150390000","315500","3274","161.2",""
"151234000","315500","3274","161.9",""
"152083000","315500","3274","163.1",""
"152927000","315500","3274","163.8",""
"154020000","315500","3274","165.0",""
"154921000","315500","3275","165.7",""
"155765000","315500","3275","166.9",""
"156609000","315500","3274","167.7",""
"157453000","315500","3274","168.4",""
"158546000","315500","3274","169.6",""
"159448000","315500","3274","170.7",""
"160291000","315500","3274","171.5",""
"161135000","315500","3274","172.2",""
"161984000","315500","3274","173.4",""
"163078000","315500","3274","174.5",""
"163978000","315500","3274","175.3",""
"164822000","315500","3274","176.4",""
"165666000","315500","3274","177.2",""
"166509000","315500","3274","177.9",""
"167603000","315500","3274","179.1",""
"168505000","315500","3274","180.2",""
"169349000","315500","3274","181.0",""
"170192000","315500","3274","181.8",""
"171040000","315500","3274","182.9",""
"172139000","315500","3274","183.7",""
"173041000","315500","3274","184.8",""
"173885000","315500","3274","185.6",""
"174728000","315500","3274","186.7",""
"175572000","315500","3274","187.5",""
"176665000","315500","3274","188.6",""
"177566000","315500","3274","189.4",""
"178409000","315500","3274","190.5",""
"179253000","315500","3274","191.3",""
"180097000","315500","3274","192.1",""
"181190000","315500","3274","193.2",""
"182097000","315500","3274","194.3",""
"182941000","315500","3274","195.1",""
"183785000","315500","3274","195.9",""
"184628000","315500","3274","197.0",""
"185721000","315500","3274","198.2",""
"186623000","315500","3274","198.9",""
"187467000","315500","3274","199.7",""
"188310000","315500","3274","200.8",""
"189154000","315500","3274","201.6",""
"190248000","315500","3274","202.7",""
"191149000","315500","3274","203.5",""
"191997000","315500","3274","204.6",""
"192841000","315500","3274","205.4",""
"193684000","315500","3274","206.2",""
"194777000","315500","3274","207.3",""
"195679000","315500","3274","208.4",""
"196523000","315500","3274","209.2",""
"197367000","315500","3274","210.0",""
"198210000","315500","3274","211.1",""
"199304000","315500","3274","212.3",""
"200206000","315500","3274","213.0",""
"201049000","315500","3274","213.8",""
"201899000","315500","3274","214.9",""
"202743000","315500","3274","215.7",""
"203837000","315500","3274","216.8",""
"204738000","315500","3274","218.0",""
"205583000","315500","3274","218.7",""
"206426000","315500","3274","219.5",""
"207270000","315500","3274","220.7",""
"208363000","315500","3274","221.4",""
"209265000","315500","3274","222.5",""
"210108000","315500","3274","223.3",""
"210952000","315500","3274","224.5",""
"211801000","315500","3274","225.2",""
"212900000","315500","3274","226.4",""
"213800000","315500","3274","227.1",""
"214644000","315500","3274","228.3",""
"215489000","315500","3274","229.0",""
"216331000","315500","3274","229.8",""
"217425000","315500","3274","230.9",""
"218325000","315500","3274","232.1",""
"219169000","315500","3274","232.8",""
"220013000","315500","3274","233.6",""
"220856000","315500","3274","234.8",""
"221955000","315500","3274","235.9",""
"222856000","315500","3274","236.7",""
"223700000","315500","3274","237.4",""
"224543000","315500","3274","238.6",""
"225386000","315500","3274","239.3",""
"226480000","315500","3274","240.5",""
"227382000","315500","3274","241.2",""
"228225000","315500","3274","242.4",""
"229069000","315500","3274","243.1",""
"229912000","315500","3274","243.9",""
"231006000","313700","3274","245.0",""
"231912000","313700","3274","246.2",""
"232756000","313700","3274","246.9",""
"233600000","313700","3274","247.7",""
"234444000","313700","3274","248.9",""
"235538000","313700","3275","250.0",""
"236439000","313700","3275","250.8",""
"237282000","313700","3275","251.9",""
"238127000","313700","3275","252.7",""
"238970000","313700","3275","253.4",""
"240064000","313700","3275","254.6",""
"240966000","313700","3275","255.7",""
"241816000","313700","3275","256.5",""
"242659000","313700","3275","257.2",""
"243503000","313700","3275","258.4",""
"244595000","313700","3275","259.1",""
"245497000","313700","3275","260.3",""
"246340000","313700","3275","261.0",""
"247184000","313700","3275","262.2",""
"248027000","313700","3275","263.0",""
"249121000","313700","3275","264.1",""
"250022000","313700","3275","264.9",""
"250866000","313700","3275","266.0",""
"251715000","313700","3275","266.8",""
"252559000","313700","3275","267.5",""
"253652000","313700","3275","268.7",""
"254557000","313700","3275","269.8",""
"255401000","313700","3275","270.6",""
"256245000","313700","3275","271.3",""
"257089000","313700","3275","272.5",""
"258182000","313700","3275","273.6",""
"259084000","313700","3275","274.4",""
"259928000","313700","3275","275.1",""
"260770000","313700","3275","276.3",""
"261620000","313700","3275","277.1",""
"262713000","313700","3275","278.2",""
"263615000","313700","3275","279.0",""
"264458000","313700","3275","280.1",""
"265302000","313700","3275","280.9",""
"266145000","313700","3275","281.6",""
"267238000","313700","3275","282.8",""
"268139000","313700","3275","283.9",""
"268984000","313700","3275","284.7",""
"269827000","313700","3274","285.4",""
"270671000","313700","3274","286.6",""
"271761000","313700","3275","287.7",""
"272670000","313700","3275","288.5",""
"273514000","313700","3275","289.2",""
"274358000","313700","3275","290.4",""
"275202000","313700","3275","291.2",""
"276295000","313700","3275","292.3",""
"277197000","317700","3275","293.5",""
"278040000","317700","3275","294.2",""
"278884000","317700","3275","295.0",""
"279728000","317700","3275","296.1",""
"280822000","317700","3275","296.9",""
"281728000","317700","3275","298.0",""
"282571000","317700","3274","298.8",""
"283415000","317700","3274","299.9",""
"284259000","317700","3274","300.7",""
"285352000","317700","3274","301.8",""
"286253000","317700","3274","302.6",""
"287097000","317700","3274","303.7",""
"287941000","317700","3274","304.5",""
"288785000","317700","3274","305.3",""
"289878000","317700","3274","306.4",""
"290779000","317700","3274","307.6",""
"291628000","317700","3274","308.3",""
"292472000","317700","3274","309.1",""
"293315000","317700","3274","310.2",""
"294408000","317700","3274","311.4",""
"295310000","317700","3274","312.1",""
"296154000","317700","3274","312.9",""
"297001000","317700","3274","314.0",""
"297846000","317700","3274","314.8",""
"298938000","317700","3274","315.9",""
"299840000","317700","3274","316.7",""
"300683000","317700","3274","317.8",""
"301533000","317700","3274","318.6",""
"302376000","317700","3274","319.4",""
"303469000","317700","3274","320.5",""
"304370000","317700","3274","321.7",""
"305213000","317700","3274","322.4",""
"306057000","317700","3274","323.2",""
"306900000","317700","3274","324.3",""
"307993000","317700","3274","325.5",""
"308895000","317700","3274","326.2",""
"309739000","317700","3274","327.0",""
"310582000","317700","3274","328.1",""
"311432000","317700","3274","328.9",""
"312525000","317700","3274","330.0",""
"313428000","317700","3274","330.8",""
"314271000","317700","3274","331.9",""
"315115000","317700","3274","332.7",""
"315959000","317700","3275","333.5",""
"317052000","317700","3274","334.6",""
"317953000","317700","3274","335.8",""
"318797000","317700","3274","336.5",""
"319641000","317700","3274","337.3",""
"320485000","317700","3275","338.4",""
"321584000","317700","3275","339.6",""
"322486000","317700","3275","340.3",""
"323330000","315500","3275","341.5",""
"324173000","315500","3275","342.2",""
"325017000","315500","3275","343.0",""
"326110000","315500","3275","344.1",""
"327011000","315500","3275","345.3",""
"327855000","315500","3275","346.0",""
"328699000","315500","3275","346.8",""
"329542000","315500","3275","348.0",""
"330635000","315500","3275","348.7",""
"331542000","315500","3275","349.9",""
"332386000","315500","3275","350.6",""
"333230000","315500","3275","351.8",""
"334074000","315500","3275","352.5",""
"335167000","315500","3275","353.7",""
"336068000","315500","3275","354.4",""
"336911000","315500","3275","355.6",""
"337754000","315500","3275","356.3",""
"338603000","315500","3275","357.1",""
"339697000","315500","3275","358.2",""
"340597000","315500","3275","359.4",""
"341446000","315500","3275","360.1",""
"342290000","315500","3275","360.9",""
"343134000","315500","3275","362.1",""
"344226000","315500","3275","363.2",""
"345128000","315500","3275","364.0",""
"345972000","315500","3275","364.7",""
"346815000","315500","3275","365.9",""
"347659000","315500","3275","366.6",""
"348745000","315500","3275","367.8",""
"349654000","315500","3275","368.5",""
"350498000","315500","3275","369.7",""
"351346000","315500","3275","370.4",""
"352190000","315500","3275","371.2",""
"353283000","315500","3275","372.3",""
"354184000","315500","3275","373.5",""
"355028000","315500","3275","374.3",""
"355872000","315500","3275","375.0",""
"356715000","315500","3275","376.2",""
"357801000","315500","3275","377.3",""
"358711000","315500","3275","378.1",""
"359554000","315500","3275","378.8",""
"360398000","315500","3275","380.0",""
"361242000","315500","3275","380.7",""
"362341000","315500","3275","381.9",""
"363243000","315500","3275","383.0",""
"364086000","315500","3275","383.8",""
"364930000","315500","3275","384.5",""
"365774000","315500","3275","385.3",""
"366868000","315500","3275","386.4",""
"367769000","315500","3275","387.6",""
"368613000","315500","3274","388.4",""
"369457000","315500","3275","389.5",""
"370300000","315500","3275","390.3",""
"371399000","315500","3275","391.4",""
"372301000","315500","3275","392.2",""
"373144000","315500","3275","393.3",""
"373988000","315500","3275","394.1",""
"374832000","315500","3275","394.8",""
"375925000","315500","3274","396.0",""
"376827000","315500","3274","397.1",""
"377670000","315500","3274","397.9",""
"378514000","315500","3274","398.6",""
"379358000","315500","3274","399.8",""
"380456000","315500","3274","400.9",""
"381362000","315500","3274","401.7",""
"382206000","315500","3274","402.5",""
"383050000","315500","3274","403.6",""
"383894000","315500","3274","404.4",""
"384987000","315500","3274","405.5",""
"385889000","315500","3274","406.3",""
"386731000","315500","3274","407.4",""
"387576000","315500","3274","408.2",""
"388420000","315500","3274","408.9",""
"389513000","315500","3274","410.1",""
"390414000","315500","3274","411.2",""
"391257000","315500","3274","412.0",""
"392107000","315500","3274","412.7",""
"392950000","315500","3274","413.9",""
"394043000","315500","3274","415.0",""
"394945000","315500","3274","415.8",""
"395789000","315500","3274","417.0",""
"396632000","315500","3274","417.7",""
"397476000","315500","3274","418.5",""
"398568000","315500","3274","419.6",""
"399469000","315500","3274","420.8",""
"400312000","315500","3274","421.5",""
"401156000","315500","3274","422.3",""
"402006000","315500","3274","423.4",""
"403099000","315500","3275","424.2",""
"404001000","315500","3275","425.3",""
"404845000","315500","3274","426.1",""
"405688000","315500","3274","427.2",""
"406531000","315500","3274","428.0",""
"407624000","315500","3274","429.1",""
"408525000","315500","3274","429.9",""
"409369000","315500","3274","431.1",""
"410213000","315500","3274","431.8",""
"411056000","315500","3274","432.6",""
"412155000","315500","3274","433.7",""
"413056000","315500","3274","434.9",""
"413900000","315500","3274","435.6",""
"414743000","315500","3274","436.4",""
"415586000","315500","3274","437.5",""
"416680000","315500","3274","438.7",""
"417581000","315500","3274","439.4",""
"418425000","315500","3274","440.2",""
"419268000","315500","3274","441.3",""
"420111000","315500","3274","442.1",""
"421205000","315500","3274","443.2",""
"422116000","315500","3274","444.0",""
"422961000","315500","3274","445.2",""
"423804000","315500","3274","445.9",""
"424648000","315500","3274","446.7",""
"425732000","315500","3274","447.8",""
"426641000","315500","3274","449.0",""
"427485000","315500","3274","449.7",""
"428328000","315500","3274","450.9",""
"429172000","315500","3274","451.6",""
"430265000","315500","3274","452.8",""
"431167000","315500","3274","453.5",""
"432016000","315500","3274","454.7",""
"432859000","315500","3274","455.4",""
"433703000","315500","3275","456.2",""
"434788000","315500","3275","457.3",""
"435697000","315500","3275","458.5",""
"436539000","315500","3275","459.3",""
"437384000","315500","3274","460.0",""
"438227000","315500","3274","461.2",""
"439321000","315500","3274","461.9",""
"440223000","315500","3275","463.1",""
"441066000","315500","3274","463.8",""
"441915000","315500","3274","465.0",""
"442758000","315500","3274","465.7",""
"443852000","315500","3275","466.9",""
"444753000","315500","3274","467.6",""
"445597000","315500","3274","468.8",""
"446440000","315500","3275","469.5",""
"447283000","315500","3274","470.3",""
"448376000","315500","3274","471.4",""
"449278000","315500","3274","472.6",""
"450121000","315500","3274","473.4",""
"450966000","315500","3274","474.1",""
"451815000","315500","3274","475.3",""
"452907000","315500","3274","476.4",""
"453809000","315500","3274","477.2",""
"454651000","315500","3274","477.9",""
"455495000","315500","3274","479.1",""
"456339000","315500","3274","479.8",""
"457433000","315500","3274","481.0",""
"458335000","315500","3274","481.7",""
"459178000","315500","3274","482.9",""
"460021000","315500","3274","483.6",""
"460865000","315500","3274","484.4",""
"461964000","313700","3274","485.5",""
"462865000","313700","3274","486.7",""
"463709000","313700","3274","487.5",""
"464557000","313700","3274","488.2",""
"465401000","313700","3274","489.4",""
"466495000","313700","3274","490.5",""
"467396000","313700","3274","491.3",""
"468239000","313700","3274","492.4",""
"469083000","313700","3274","493.2",""
"469927000","313700","3274","493.9",""
"471021000","313700","3274","495.1",""
"471927000","313700","3274","496.2",""
"472770000","313700","3274","497.0",""
"473614000","313700","3274","497.7",""
"474457000","313700","3274","498.9",""
"475551000","313700","3274","500.0",""
"476452000","313700","3274","500.8",""
"477296000","313700","3274","501.6",""
"478139000","313700","3274","502.7",""
"478983000","313700","3274","503.5",""
"480075000","313700","3274","504.6",""
"480977000","313700","3274","505.4",""
"481826000","313700","3274","506.5",""
"482670000","313700","3274","507.3",""
"483514000","313700","3274","508.0",""
"484607000","313700","3274","509.2",""
"485508000","313700","3274","510.3",""
"486352000","313700","3274","511.1",""
"487195000","313700","3274","511.8",""
"488040000","313700","3274","513.0",""
"489133000","313700","3274","514.1",""
"490034000","313700","3274","514.9",""
"490879000","313700","3274","515.7",""
"491728000","313700","3274","516.8",""
"492572000","313700","3274","517.6",""
"493666000","313700","3274","518.7",""
"494568000","313700","3274","519.5",""
"495411000","313700","3274","520.6",""
"496255000","313700","3274","521.4",""
"497099000","313700","3274","522.1",""
"498192000","313700","3274","523.3",""
"499093000","313700","3274","524.4",""
"499937000","313700","3274","525.2",""
"500781000","313700","3274","526.4",""
"501629000","313700","3274","527.1",""
"502715000","313700","3274","528.3",""
"503625000","313700","3274","529.0",""
"504468000","313700","3274","530.2",""
"505312000","313700","3274","530.9",""
"506161000","313700","3274","531.7",""
"507253000","313700","3274","532.8",""
"508154000","317700","3274","534.0",""
"508998000","317700","3274","534.7",""
"509842000","317700","3274","535.5",""
"510685000","317700","3274","536.6",""
"511777000","317700","3274","537.8",""
"512687000","317700","3274","538.5",""
"513531000","317700","3274","539.3",""
"514374000","317700","3274","540.5",""
"515218000","317700","3274","541.2",""
"516311000","317700","3274","542.4",""
"517213000","317700","3274","543.1",""
"518056000","317700","3274","544.3",""
"518900000","317700","3274","545.0",""
"519744000","317700","3274","545.8",""
"520838000","317700","3274","546.9",""
"521744000","317700","3274","548.1",""
"522587000","317700","3274","548.8",""
"523430000","317700","3274","549.6",""
"524274000","317700","3274","550.7",""
"525368000","317700","3274","551.9",""
"526269000","317700","3274","552.6",""
"527113000","317700","3274","553.4",""
"527956000","317700","3274","554.6",""
"528800000","317700","3274","555.3",""
"529894000","317700","3274","556.5",""
"530795000","317700","3274","557.6",""
"531645000","317700","3274","558.4",""
"532488000","317700","3274","559.1",""
"533332000","317700","3274","560.3",""
"534425000","317700","3274","561.0",""
"535327000","317700","3274","562.2",""
"536170000","317700","3274","562.9",""
"537014000","317700","3274","564.1",""
"537858000","317700","3274","564.8",""
"538951000","317700","3274","566.0",""
"539853000","317700","3274","566.7",""
"540696000","317700","3274","567.9",""
"541545000","317700","3274","568.7",""
"542390000","317700","3274","569.4",""
"543482000","317700","3274","570.6",""
"544383000","317700","3274","571.7",""
"545226000","317700","3274","572.5",""
"546070000","317700","3274","573.2",""
"546913000","317700","3274","574.4",""
"548011000","317700","3274","575.5",""
"548913000","317700","3274","576.3",""
"549757000","317700","3274","577.0",""
"550600000","317700","3274","578.2",""
"551449000","317700","3274","578.9",""
"552542000","317700","3274","580.1",""
"553444000","317700","3274","580.8",""
"554287000","315500","3274","582.0",""
"555130000","315500","3274","582.8",""
"555974000","315500","3274","583.5",""
"557068000","315500","3274","584.7",""
"557969000","315500","3274","585.8",""
"558813000","315500","3274","586.6",""
"559657000","315500","3274","587.3",""
"560501000","315500","3274","588.5",""
"561600000","315500","3274","589.6",""
"562501000","315500","3274","590.4",""
"563344000","315500","3274","591.5",""
"564188000","315500","3274","592.3",""
"565032000","315500","3274","593.0",""
"566125000","315500","3274","594.2",""
"567027000","315500","3274","595.3",""
"567871000","315500","3274","596.1",""
"568715000","315500","3275","596.9",""
"569558000","315500","3275","598.0",""
"570652000","315500","3275","598.8",""
"571558000","315500","3275","599.9",""
"572402000","315500","3274","600.7",""
"573246000","315500","3274","601.8",""
"574089000","315500","3274","602.6",""
