Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"0","305400","3293","4.5","0x3E0402880000830"
"901000","305400","3276","5.3",""
"1745000","305400","3279","6.0",""
"2589000","305400","3275","7.2",""
"3438000","305400","3278","7.9",""
"4532000","305400","3275","9.1",""
"5433000","305400","3277","9.8",""
"6277000","305400","3274","10.6",""
"7120000","305400","3276","11.8",""
"7964000","305400","3274","12.5",""
"9058000","305400","3276","13.7",""
"9959000","305400","3274","14.4",""
"10802000","305400","3276","15.6",""
"11647000","305400","3275","16.3",""
"12491000","305400","3275","17.1",""
"13582000","305400","3274","18.2",""
"14492000","305400","3275","19.0",""
"15335000","305400","3274","20.1",""
"16178000","305400","3275","20.9",""
"17022000","305400","3274","21.6",""
"18115000","305400","3275","22.8",""
"19016000","305400","3274","23.5",""
"19860000","305400","3275","24.7",""
"20704000","305400","3274","25.5",""
"21548000","305400","3275","26.2",""
"22641000","305400","3274","27.4",""
"23548000","305400","3275","28.5",""
"24392000","305400","3274","29.3",""
"25235000","305400","3275","30.0",""
"26079000","305400","3274","31.2",""
"27173000","305400","3275","31.9",""
"28074000","305400","3274","33.1",""
"28917000","305400","3275","33.8",""
"29762000","305400","3274","34.6",""
"30605000","305400","3275","35.7",""
"31698000","305400","3274","36.5",""
"32599000","305400","3275","37.6",""
"33448000","305400","3274","38.4",""
"34291000","305400","3275","39.2",""
"35135000","305400","3274","40.3",""
"36229000","305400","3275","41.5",""
"37130000","305400","3275","42.2",""
"37978000","305400","3275","43.0",""
"38821000","305400","3274","44.1",""
"39665000","305400","3275","44.9",""
"40759000","305400","3275","46.0",""
"41660000","305400","3275","46.8",""
"42504000","305400","3274","47.5",""
"43352000","305400","3275","48.7",""
"44196000","305400","3274","49.4",""
"45288000","305400","3274","50.6",""
"46190000","305400","3274","51.3",""
"47033000","309100","3274","52.5",""
"47877000","309100","3274","53.3",""
"48720000","309100","3274","54.0",""
"49814000","309100","3274","55.2",""
"50717000","309100","3274","55.9",""
"51560000","309100","3274","57.1",""
"52404000","309100","3274","57.8",""
"53253000","309100","3274","58.6",""
"54346000","309100","3274","59.7",""
"55248000","309100","3274","60.9",""
"56092000","309100","3274","61.6",""
"56935000","309100","3274","62.4",""
"57780000","309100","3274","63.1",""
"58873000","309100","3274","64.3",""
"59774000","309100","3274","65.4",""
"60618000","309100","3274","66.2",""
"61461000","309100","3274","67.0",""
"62305000","309100","3275","67.7",""
"63403000","309100","3275","68.9",""
"64304000","309100","3275","70.0",""
"65148000","309100","3274","70.8",""
"65992000","309100","3274","71.5",""
"66836000","309100","3275","72.7",""
"67929000","309100","3275","73.4",""
"68830000","309100","3274","74.6",""
"69674000","309100","3274","75.3",""
"70517000","309100","3274","76.1",""
"71361000","309100","3274","77.2",""
"72454000","309100","3274","78.4",""
"73362000","309100","3274","79.1",""
"74205000","309100","3274","79.9",""
"75048000","309100","3274","81.1",""
"75892000","309100","3274","81.8",""
"76986000","309100","3274","83.0",""
"77887000","309100","3274","83.7",""
"78731000","309100","3274","84.5",""
"79575000","309100","3274","85.6",""
"80424000","309100","3274","86.4",""
"81517000","309100","3274","87.5",""
"82418000","309100","3274","88.3",""
"83268000","309100","3274","89.4",""
"84111000","309100","3274","90.2",""
"84955000","309100","3274","90.9",""
"86049000","309100","3274","92.1",""
"86951000","309100","3274","92.8",""
"87794000","309100","3274","94.0",""
"88638000","309100","3274","94.8",""
"89482000","309100","3274","95.5",""
"90567000","309100","3274","96.7",""
"91477000","309100","3274","97.8",""
"92320000","309100","3274","98.6",""
"93164000","309100","3274","99.3",""
"94013000","309100","3274","100.1",""
"95107000","307200","3274","101.2",""
"96008000","307200","3274","102.4",""
"96851000","307200","3274","103.1",""
"97694000","307200","3274","103.9",""
"98539000","307200","3274","104.6",""
"99632000","307200","3274","105.8",""
"100534000","307200","3274","106.9",""
"101377000","307200","3274","107.7",""
"102221000","307200","3274","108.5",""
"103064000","307200","3274","109.6",""
"104163000","307200","3274","110.4",""
"105065000","307200","3274","111.5",""
"105909000","307200","3274","112.3",""
"106753000","307200","3274","113.0",""
"107597000","307200","3274","114.2",""
"108690000","307200","3275","115.3",""
"109591000","307200","3274","116.1",""
"110435000","307200","3274","116.8",""
"111278000","307200","3275","118.0",""
"112122000","307200","3275","118.8",""
"113221000","307200","3275","119.9",""
"114123000","307200","3275","120.6",""
"114967000","307200","3275","121.8",""
"115810000","307200","3275","122.6",""
"116654000","307200","3275","123.3",""
"117748000","307200","3275","124.5",""
"118649000","307200","3275","125.2",""
"119492000","307200","3275","126.4",""
"120336000","307200","3275","127.1",""
"121179000","307200","3275","127.9",""
"122277000","307200","3274","129.0",""
"123184000","307200","3275","129.8",""
"124029000","307200","3275","130.9",""
"124872000","307200","3275","131.7",""
