Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"0","412800","3265","6.1","0x3E0402480000830"
"901000","412800","3279","7.3",""
"1746000","412800","3276","8.0",""
"2590000","412800","3279","9.2",""
"3434000","412800","3275","10.3",""
"4527000","412800","3278","11.9",""
"5434000","412800","3275","13.0",""
"6277000","412800","3277","14.2",""
"7120000","412800","3275","15.3",""
"7963000","412800","3277","16.5",""
"9057000","412800","3275","17.6",""
"9959000","412800","3276","18.8",""
"10802000","412800","3275","20.0",""
"11646000","412800","3276","21.1",""
"12490000","412800","3275","22.3",""
"13583000","412800","3276","23.4",""
"14484000","412800","3275","24.6",""
"15333000","412800","3276","25.7",""
"16177000","412800","3275","26.9",""
"17020000","412800","3275","28.0",""
"18113000","412800","3274","29.6",""
"19019000","412800","3275","30.7",""
"19862000","412800","3275","31.9",""
"20705000","412800","3275","33.0",""
"21550000","412800","3275","33.8",""
"22643000","412800","3275","35.3",""
"23545000","412800","3275","36.5",""
"24388000","412800","3275","37.7",""
"25237000","412800","3275","38.8",""
"26081000","412800","3275","40.0",""
"27176000","412800","3275","41.1",""
"28078000","412800","3275","42.3",""
"28921000","412800","3274","43.4",""
"29765000","412800","3275","44.6",""
"30609000","412800","3274","45.7",""
"31703000","412800","3275","47.3",""
"32604000","412800","3275","48.4",""
"33447000","412800","3275","49.2",""
"34292000","412800","3275","50.3",""
"35141000","412800","3275","51.5",""
"36234000","412800","3275","53.0",""
"37136000","412800","3275","54.2",""
"37980000","392800","3275","55.4",""
"38823000","392800","3275","56.5",""
"39667000","392800","3275","57.7",""
"40760000","392800","3275","58.8",""
"41662000","392800","3275","60.0",""
"42505000","392800","3275","61.1",""
"43348000","392800","3275","62.3",""
"44192000","392800","3275","63.4",""
"45292000","392800","3275","64.6",""
"46192000","392800","3275","66.1",""
"47037000","392800","3275","66.9",""
"47881000","392800","3275","68.0",""
"48724000","392800","3275","69.2",""
"49817000","392800","3275","70.7",""
"50718000","392800","3275","71.9",""
"51561000","392800","3274","73.0",""
"52405000","392800","3275","74.2",""
"53250000","392800","3275","75.0",""
"54343000","392800","3275","76.5",""
"55251000","392800","3275","77.7",""
